과목코드-분반,과목명,2019_1_1학년,2019_1_2학년,2019_1_3학년,2019_1_4학년
PHY4003-01,현대광학I,쿼터없음,1 : 0.10,1 : 0.21,1 : 0.07
PHY4005-01,기초입자이론I,쿼터없음,신청없음,1 : 0.13,1 : 0.06
PHY4016-01,디스플레이물리,쿼터없음,신청없음,1 : 0.13,1 : 0.31
PHY4201-01,특수연구,쿼터없음,쿼터없음,신청없음,1 : 0.02
PHY4202-01,물리학특강,쿼터없음,신청없음,1 : 0.03,1 : 0.10
PHY4203-01,물리특허와기술이전,쿼터없음,신청없음,신청없음,1 : 0.01
PHY4204-01,졸업프로젝트,쿼터없음,쿼터없음,신청없음,1 : 0.02
PHYG001-01,고전물리I,쿼터없음,쿼터없음,1 : 0.05,1 : 0.10
POL2002-01,정치학개론,1 : 0.03,1 : 0.47,1 : 0.33,1 : 0.03
POL2002-02,정치학개론,신청없음,1 : 0.07,1 : 0.03,1 : 0.02
POL2002-03,정치학개론,1 : 0.01,1 : 0.03,1 : 0.02,1 : 0.03
POL3080-01,현대북한의정치,1 : 0.01,1 : 0.34,1 : 0.30,1 : 0.10
POL3081-01,남북한관계의이해,신청없음,1 : 0.20,1 : 0.08,1 : 0.05
POL3098-01,의회정치론,신청없음,1 : 0.06,1 : 0.05,1 : 0.04
POL3100-01,정치사상의이해,1 : 0.01,1 : 0.08,1 : 0.17,1 : 0.07
POL3108-01,근대정치사상,신청없음,신청없음,1 : 0.07,1 : 0.03
POL3112-01,문화와정치,신청없음,1 : 0.12,1 : 0.12,1 : 0.05
POL3130-01,국제정치론,신청없음,1 : 0.08,1 : 0.17,1 : 0.12
POL3132-01,동북아정치질서,1 : 0.01,1 : 0.08,1 : 0.07,1 : 0.04
POL3141-01,현대국제기구의이해,신청없음,1 : 0.50,1 : 1.13,1 : 2.40
POL3161-01,비교정치론,신청없음,신청없음,1 : 0.02,1 : 0.02
POL3162-01,미국정치의이해,1 : 0.02,1 : 0.74,1 : 0.54,1 : 0.38
POL3172-01,동아시아지역협력과갈등,신청없음,1 : 0.10,1 : 0.08,1 : 0.08
POL3173-01,동남아정치의이해,신청없음,1 : 0.08,1 : 0.05,1 : 0.06
POL3182-01,정치경제론,1 : 0.01,1 : 0.30,1 : 0.39,1 : 0.16
POL4083-01,북한정치특강,신청없음,1 : 0.18,1 : 0.08,1 : 0.04
POL4096-01,정치와언론,1 : 0.02,1 : 0.24,1 : 0.18,1 : 0.11
POL4147-01,국제관계특강,신청없음,1 : 0.30,1 : 0.21,1 : 0.15
PSY2001-01,일반심리학,1 : 0.20,1 : 1.69,1 : 1.06,1 : 0.73
PSY2002-01,심리통계,1 : 0.25,1 : 1.45,1 : 2.30,1 : 2.15
PSY2004-01,인지심리학,신청없음,1 : 1.53,1 : 2.90,1 : 3.10
PSY3008-01,성격심리학,1 : 0.10,1 : 1.20,1 : 1.75,1 : 2.05
PSY3010-01,인사심리학,쿼터없음,1 : 0.40,1 : 0.69,1 : 1.13
PSY3012-01,생리및생물심리학,신청없음,1 : 1.27,1 : 2.07,1 : 1.20
PSY3022-01,다문화심리학,1 : 0.01,1 : 0.28,1 : 0.20,1 : 0.15
PSY4001-01,이상심리학,쿼터없음,1 : 1.10,1 : 1.40,1 : 0.70
PSY4003-01,현대심리치료,쿼터없음,1 : 1.20,1 : 0.65,1 : 1.06
PSY4005-01,집단상담,쿼터없음,1 : 0.30,1 : 0.35,1 : 0.10
PSY4007-01,진로상담,쿼터없음,1 : 0.20,1 : 0.22,1 : 0.13
PSY4009-01,집단행동의심리학,1 : 0.07,1 : 0.60,1 : 0.71,1 : 1.33
PSY4014-01,유아및아동심리학,1 : 0.10,1 : 0.85,1 : 0.96,1 : 1.05
PSY4024-01,창의성의심리학,쿼터없음,1 : 0.10,1 : 0.16,1 : 0.19
PSY4032-01,상담면접기법,쿼터없음,1 : 0.20,1 : 0.44,1 : 0.55
PSY4041-01,판단과의사결정,쿼터없음,쿼터없음,1 : 2.10,1 : 2.50
PSY4042-01,직업심리학,신청없음,1 : 0.20,1 : 0.39,1 : 0.67
PUB2001-01,법과정의,신청없음,1 : 0.10,1 : 0.32,1 : 0.22
PUB2004-01,법적사고와논리,신청없음,1 : 0.17,1 : 0.23,1 : 0.19
PUB2005-01,법과현대사회,신청없음,1 : 0.53,1 : 0.50,1 : 0.27
PUB3001-01,국민의기본적권리에대한이해,신청없음,1 : 0.10,1 : 0.19,1 : 0.13
PUB3003-01,법치행정의이해,신청없음,1 : 0.07,1 : 0.26,1 : 0.47
PUB3004-01,재산관계와법I,신청없음,1 : 0.06,1 : 0.04,1 : 0.06
PUB3005-01,재산관계와법II,신청없음,1 : 0.02,1 : 0.05,1 : 0.02
PUB3009-01,형사절차의이해,1 : 0.20,1 : 1.00,1 : 1.60,1 : 3.00
PUB3014-01,계약과법,신청없음,1 : 0.04,1 : 0.05,1 : 0.12
PUB3018-01,미국사회와법,1 : 0.01,1 : 0.30,1 : 0.32,1 : 0.17
REL2001-01,종교의이해,신청없음,신청없음,1 : 0.05,1 : 0.07
REL2002-01,세계종교입문,신청없음,1 : 0.03,1 : 0.05,1 : 0.03
REL3001-01,힌두교의이해,신청없음,1 : 0.10,1 : 0.05,1 : 0.04
REL3009-01,도교의중심사상,신청없음,1 : 0.13,1 : 0.12,1 : 0.03
REL3013-01,한국그리스도교의이해,신청없음,1 : 0.05,신청없음,1 : 0.01
REL3023-01,신화의이해,신청없음,1 : 0.05,1 : 0.09,1 : 0.04
REL3036-01,비교신비주의,신청없음,1 : 0.08,신청없음,1 : 0.05
RELG005-01,한국유교사,신청없음,신청없음,신청없음,1 : 0.03
ROT4001-01,무관후보생교육I,쿼터없음,쿼터없음,1 : 0.09,쿼터없음
ROT4003-01,무관후보생교육III,쿼터없음,쿼터없음,쿼터없음,1 : 0.05
SHS2001-01,현대사회의이해,1 : 0.22,1 : 0.60,1 : 0.42,1 : 0.45
SHS2001-02,현대사회의이해,신청없음,1 : 0.10,1 : 0.07,1 : 0.06
SHS2002-01,한국과세계,1 : 0.05,1 : 0.70,1 : 0.52,1 : 0.33
SHS2002-02,한국과세계,1 : 0.07,1 : 1.33,1 : 0.65,1 : 0.65
SHS2002-03,한국과세계,1 : 0.08,1 : 0.77,1 : 0.41,1 : 0.08
SHS2002-04,한국과세계,1 : 0.08,1 : 0.67,1 : 0.37,1 : 0.66
SHS2002-05,한국과세계,1 : 0.25,쿼터없음,쿼터없음,쿼터없음
SHS2002-06,한국과세계,1 : 0.60,쿼터없음,쿼터없음,쿼터없음
SHS2002-07,한국과세계,쿼터없음,1 : 0.30,1 : 0.18,1 : 0.11
SHS2003-01,커뮤니케이션과사회,1 : 0.05,쿼터없음,쿼터없음,쿼터없음
SHS2004-01,경제와사회,1 : 0.04,1 : 0.77,1 : 0.82,1 : 0.69
SHS2005-01,법과지식산업,1 : 0.06,1 : 0.70,1 : 0.15,1 : 0.16
SHS2005-02,법과지식산업,1 : 0.16,1 : 0.97,1 : 0.48,1 : 0.35
SHS2005-03,법과지식산업,1 : 0.10,1 : 1.67,1 : 0.20,1 : 0.21
SHS2005-04,법과지식산업,1 : 0.10,1 : 0.63,1 : 0.22,1 : 0.14
SHS2005-05,법과지식산업,신청없음,1 : 0.23,1 : 0.32,1 : 0.24
SHS2005-06,법과지식산업,1 : 0.02,1 : 0.47,1 : 0.04,1 : 0.09
SHS2005-07,법과지식산업,신청없음,1 : 0.07,1 : 0.07,1 : 0.06
SHS2005-08,법과지식산업,1 : 0.08,1 : 0.37,1 : 0.06,1 : 0.11
SHS2007-01,생활속의심리학,1 : 0.11,1 : 0.70,1 : 0.75,1 : 0.86
SHS2007-02,생활속의심리학,1 : 0.26,1 : 2.20,1 : 2.40,1 : 3.40
SHS2007-03,생활속의심리학,1 : 0.20,1 : 1.90,1 : 2.20,1 : 1.60
SHS2007-04,생활속의심리학,1 : 0.06,1 : 1.20,1 : 1.20,1 : 1.80
SHU4001-01,북한의이해와통일후한국,신청없음,1 : 0.33,1 : 0.07,1 : 0.12
SHU4004-01,평화교육론,쿼터없음,신청없음,1 : 0.15,1 : 0.30
SHU4010-01,동남아시아전통사회의이해,신청없음,1 : 0.05,1 : 0.05,1 : 0.11
SHU4019-01,삶과교육,신청없음,1 : 0.15,1 : 0.14,1 : 0.33
SHU4024-01,결혼준비특강,쿼터없음,1 : 1.10,1 : 0.75,1 : 1.64
SHU4028-01,인문지리,1 : 0.10,1 : 1.15,1 : 0.45,1 : 1.10
SHU4029-01,광고로사회읽기,1 : 0.03,1 : 0.60,1 : 0.69,1 : 1.17
SHU4031-01,인권과교육,신청없음,1 : 0.05,1 : 0.13,1 : 0.31
SHU4050-01,국제개발협력의이해,1 : 0.07,1 : 2.07,1 : 3.00,1 : 5.60
SHU4052-01,세계대전의이해,1 : 0.04,1 : 0.38,1 : 0.28,1 : 0.41
SHU4054-01,인간관계의심리와대인관계기술,쿼터없음,1 : 0.75,1 : 0.80,1 : 1.00
SHU4057-01,공감의시대,1 : 0.04,1 : 0.17,쿼터없음,쿼터없음
SHU4063-01,4차산업혁명과기업가정신,신청없음,1 : 0.27,1 : 0.31,1 : 0.62
SHU4066-01,베트남사회와문화,1 : 0.02,신청없음,1 : 0.15,1 : 0.19
SHU4068-01,한중정치사회의이해(중국어),쿼터없음,1 : 2.80,1 : 5.10,1 : 2.50
SHU4068-02,한중정치사회의이해(중국어),쿼터없음,1 : 1.15,1 : 1.80,1 : 0.30
SHU4070-01,한국의공공외교,신청없음,1 : 0.15,1 : 0.03,1 : 0.05
SOC2001-01,사회학개론,1 : 0.13,1 : 1.05,1 : 1.00,1 : 0.45
SOC2001-02,사회학개론,신청없음,1 : 0.40,1 : 0.09,1 : 0.10
SOC2001-03,사회학개론,1 : 0.03,1 : 0.20,1 : 0.06,1 : 0.04
SOC2002-01,인류학개론,신청없음,1 : 0.10,1 : 0.08,1 : 0.11
SOC2003-01,사회조사방법론,신청없음,1 : 0.60,1 : 0.36,1 : 0.24
SOC2006-01,사회학사,신청없음,1 : 0.90,1 : 0.50,1 : 0.19
SOC3001-01,문화사회학,신청없음,1 : 0.30,1 : 0.09,1 : 0.18
SOC3003-01,사회심리학,1 : 0.18,1 : 1.50,1 : 0.55,1 : 0.55
SOC3010-01,사회발전론,1 : 0.02,1 : 0.55,1 : 0.24,1 : 0.17
SOC3012-01,성과사회,신청없음,1 : 0.20,1 : 0.08,1 : 0.06
SOC3030-01,"지식,문화,권력",신청없음,신청없음,1 : 0.08,1 : 0.09
SOC3033-01,이미지와상상력의사회학,신청없음,1 : 0.05,1 : 0.10,1 : 0.09
SOC3041-01,세계사회의형성과발전,1 : 0.03,1 : 0.35,1 : 0.12,1 : 0.06
SOC3047-01,한국사회사,신청없음,1 : 0.15,1 : 0.03,1 : 0.05
SOC3054-01,정보사회학,신청없음,1 : 0.25,1 : 0.09,1 : 0.08
SPM3005-01,레크리에이션의이론과실제,1 : 0.06,1 : 0.80,1 : 0.42,1 : 0.59
SPM3007-01,스포츠사회학,1 : 0.02,1 : 0.10,1 : 0.04,1 : 0.03
SPM3008-01,스포츠커뮤니케이션,신청없음,1 : 0.20,1 : 0.04,신청없음
SPM3009-01,스포츠마케팅,신청없음,신청없음,1 : 0.08,1 : 0.08
SPM3011-01,스포츠생리학,신청없음,1 : 0.30,1 : 0.45,1 : 0.63
SPM3012-01,스포츠심리학,신청없음,1 : 0.10,1 : 0.13,1 : 0.17
SPM3014-01,스포츠소비자행동론,신청없음,1 : 0.10,1 : 0.13,1 : 0.08
SPM3015-01,서사적체육:스포츠와스토리텔링,신청없음,1 : 0.10,1 : 0.04,1 : 0.21
SPM3101-01,스쿠바다이빙,신청없음,1 : 0.33,1 : 0.40,1 : 1.94
SPM3101-02,스쿠바다이빙,신청없음,1 : 0.11,1 : 0.12,1 : 0.46
SPM3103-01,패러글라이딩,신청없음,1 : 0.11,1 : 0.06,1 : 0.16
SPM3104-01,필드골프I,신청없음,1 : 1.00,1 : 1.89,1 : 3.44
SPM3105-01,필드골프II,신청없음,신청없음,1 : 0.06,1 : 0.27
SPM3106-01,체력트레이닝,신청없음,1 : 1.00,1 : 1.11,1 : 2.67
SPM3113-01,댄스스포츠I,신청없음,신청없음,1 : 0.17,1 : 0.46
SPM3114-01,댄스스포츠II,신청없음,1 : 0.22,1 : 0.19,1 : 0.41
SPM3116-01,태권도,1 : 0.07,1 : 0.33,신청없음,1 : 0.08
SPM3119-01,파워요가,신청없음,1 : 0.11,1 : 0.24,1 : 0.45
SPM3119-02,파워요가,신청없음,1 : 0.33,1 : 0.20,1 : 0.48
SPM3120-01,댄스피트니스,신청없음,1 : 0.22,1 : 0.19,1 : 0.32
SPM3120-02,댄스피트니스,신청없음,1 : 0.11,신청없음,1 : 0.27
STS2001-01,자연과인간,1 : 0.25,1 : 1.10,1 : 1.70,1 : 0.50
STS2002-01,생명과환경,신청없음,신청없음,신청없음,1 : 0.04
STS2002-02,생명과환경,1 : 0.13,1 : 0.87,1 : 1.00,1 : 1.40
STS2002-03,생명과환경,1 : 0.07,1 : 0.27,1 : 0.06,1 : 0.25
STS2002-04,생명과환경,1 : 0.02,1 : 0.33,1 : 0.27,1 : 0.19
STS2004-01,대학수학,1 : 0.04,1 : 3.40,1 : 2.67,1 : 0.50
STS2004-02,대학수학,1 : 0.10,1 : 2.00,1 : 2.33,1 : 1.00
STS2004-03,대학수학,신청없음,1 : 0.80,1 : 0.25,1 : 0.20
STS2004-04,대학수학,1 : 0.02,1 : 0.80,1 : 1.25,1 : 0.50
STS2004-05,대학수학,1 : 0.04,1 : 1.00,1 : 0.67,1 : 0.67
STS2004-06,대학수학,1 : 0.14,1 : 3.80,1 : 1.67,1 : 0.50
STS2004-07,대학수학,1 : 0.12,1 : 2.60,1 : 2.00,1 : 1.50
STS2004-08,대학수학,1 : 0.18,1 : 5.80,1 : 5.67,1 : 1.00
STS2004-09,대학수학,1 : 0.68,1 : 2.07,1 : 5.00,1 : 6.00
STS2005-01,미적분학I,1 : 0.02,1 : 0.40,1 : 0.33,신청없음
STS2005-02,미적분학I,신청없음,1 : 0.60,신청없음,신청없음
STS2005-03,미적분학I,신청없음,1 : 0.80,1 : 0.25,신청없음
STS2005-04,미적분학I,1 : 0.12,1 : 8.00,1 : 8.33,1 : 4.50
STS2005-05,미적분학I,1 : 0.04,1 : 2.00,1 : 2.33,1 : 1.50
STS2005-06,미적분학I,1 : 0.04,1 : 3.60,1 : 5.00,1 : 2.00
STS2005-07,미적분학I,신청없음,1 : 1.80,1 : 0.67,1 : 0.67
STS2005-08,미적분학I,1 : 0.02,1 : 4.40,1 : 3.00,1 : 1.50
STS2005-09,미적분학I,1 : 0.04,1 : 2.40,1 : 1.33,1 : 1.00
STS2005-10,미적분학I,1 : 0.06,1 : 1.40,1 : 0.67,1 : 0.33
STS2005-11,미적분학I,신청없음,1 : 0.20,신청없음,1 : 0.11
STS2005-12,미적분학I,1 : 0.04,1 : 0.40,1 : 0.33,1 : 0.33
STS2005-13,미적분학I,1 : 0.04,1 : 0.80,1 : 0.75,1 : 0.33
STS2008-01,고급응용C프로그래밍,쿼터없음,1 : 1.37,쿼터없음,쿼터없음
STS2008-02,고급응용C프로그래밍,쿼터없음,1 : 1.03,쿼터없음,쿼터없음
STS2008-03,고급응용C프로그래밍,쿼터없음,1 : 0.37,쿼터없음,쿼터없음
STS2008-04,고급응용C프로그래밍,쿼터없음,1 : 0.30,쿼터없음,쿼터없음
STS2008-05,고급응용C프로그래밍,쿼터없음,1 : 0.77,쿼터없음,쿼터없음
STS2010-01,과학사,1 : 0.04,신청없음,1 : 0.04,1 : 0.17
STS2010-02,과학사,1 : 0.01,1 : 0.07,1 : 0.04,1 : 0.14
STS2011-01,기초빅데이터프로그래밍,쿼터없음,1 : 0.37,쿼터없음,쿼터없음
STS2011-02,기초빅데이터프로그래밍,쿼터없음,1 : 0.43,쿼터없음,쿼터없음
STU4005-01,바다의이해,1 : 0.10,1 : 1.00,1 : 1.10,1 : 2.65
STU4011-01,우주와원자시대,신청없음,1 : 0.30,1 : 0.18,1 : 0.13
STU4011-02,우주와원자시대,신청없음,1 : 0.10,1 : 0.11,신청없음
STU4011-03,우주와원자시대,신청없음,1 : 0.30,1 : 0.29,1 : 0.36
STU4016-01,사상의학의이해,신청없음,1 : 0.30,1 : 0.12,1 : 0.21
SUA2004-01,기업가정신과사업기회포착,1 : 0.02,신청없음,1 : 0.20,1 : 0.05
SUA2005-01,실전스타트업(캡스톤디자인),신청없음,신청없음,1 : 0.27,1 : 0.29
SUA4005-01,기업과지식재산,신청없음,신청없음,1 : 0.20,1 : 0.13
TLS1001-01,독서와토론,1 : 0.57,1 : 2.00,1 : 0.60,1 : 0.78
TLS1002-01,비평적글쓰기연습,1 : 0.20,1 : 1.00,1 : 1.10,1 : 1.40
TLS1002-02,비평적글쓰기연습,1 : 1.00,1 : 5.00,1 : 1.30,1 : 2.20
TLS1003-01,스토리텔링글쓰기연습,1 : 1.00,1 : 2.40,1 : 1.10,1 : 2.60
TLS1004-01,영어글로벌의사소통II,1 : 1.17,1 : 4.33,1 : 1.43,1 : 1.57
