학과,과목분반,과목명,1학년,2학년,3학년 ,4학년,전학년
교양학부,COR1005-01,영어글로벌의사소통I(고급),1 : 0.61,신청없음,신청없음,신청없음,1 : 0.42
교양학부,COR1009-01,컴퓨팅사고력,1 : 1.56,1 : 5.00,1 : 4.00,쿼터없음,1 : 1.75
교양학부,COR1009-02,컴퓨팅사고력,1 : 1.18,1 : 3.00,1 : 3.00,쿼터없음,1 : 1.30
교양학부,COR1009-03,컴퓨팅사고력,1 : 0.04,1 : 0.06,신청없음,쿼터없음,1 : 0.13
교양학부,COR1009-04,컴퓨팅사고력,1 : 0.64,1 : 0.73,1 : 0.50,1 : 0.20,1 : 0.93
교양학부,COR1009-05,컴퓨팅사고력,1 : 1.16,1 : 0.50,1 : 3.00,쿼터없음,1 : 1.25
교양학부,COR1009-06,컴퓨팅사고력,1 : 2.54,1 : 7.00,1 : 3.00,쿼터없음,1 : 2.74
교양학부,COR1009-07,컴퓨팅사고력,1 : 0.60,1 : 0.32,1 : 0.44,쿼터없음,1 : 0.89
교양학부,COR1009-08,컴퓨팅사고력,1 : 0.02,신청없음,신청없음,신청없음,1 : 0.02
교양학부,COR1009-09,컴퓨팅사고력,1 : 0.36,1 : 0.08,1 : 0.03,1 : 0.06,1 : 0.43
교양학부,COR1009-10,컴퓨팅사고력,1 : 0.76,1 : 0.33,신청없음,1 : 0.38,1 : 0.87
교양학부,COR1009-11,컴퓨팅사고력,1 : 0.35,1 : 0.24,1 : 0.06,1 : 0.07,1 : 0.53
교양학부,COR1009-12,컴퓨팅사고력,1 : 2.04,1 : 8.50,1 : 1.00,신청없음,1 : 2.18
교양학부,COR1009-13,컴퓨팅사고력,1 : 0.06,1 : 0.12,1 : 0.02,쿼터없음,1 : 0.19
교양학부,COR1009-14,컴퓨팅사고력,1 : 1.74,1 : 5.00,1 : 4.00,쿼터없음,1 : 1.91
교양학부,COR1009-15,컴퓨팅사고력,신청없음,1 : 0.44,1 : 0.23,쿼터없음,1 : 0.66
교양학부,COR1009-16,컴퓨팅사고력,1 : 0.49,1 : 0.23,1 : 0.36,1 : 0.47,1 : 0.85
교양학부,COR1009-17,컴퓨팅사고력,1 : 0.42,1 : 0.12,1 : 0.06,1 : 0.10,1 : 0.53
교양학부,COR1009-18,컴퓨팅사고력,1 : 0.19,1 : 0.02,쿼터없음,쿼터없음,1 : 0.18
교양학부,COR1012-01,인문사회글쓰기,1 : 0.64,1 : 0.36,신청없음,1 : 0.10,1 : 0.70
교양학부,COR1012-02,인문사회글쓰기,1 : 2.88,1 : 1.50,1 : 1.50,신청없음,1 : 2.60
교양학부,COR1012-03,인문사회글쓰기,1 : 0.36,1 : 0.06,1 : 0.16,신청없음,1 : 0.43
교양학부,COR1012-04,인문사회글쓰기,1 : 1.40,1 : 3.00,1 : 2.50,1 : 4.00,1 : 1.67
교양학부,COR1012-05,인문사회글쓰기,1 : 0.64,1 : 0.45,1 : 0.38,1 : 0.33,1 : 0.87
교양학부,COR1012-06,인문사회글쓰기,1 : 0.32,신청없음,1 : 0.05,1 : 0.05,1 : 0.33
교양학부,COR1012-07,인문사회글쓰기,1 : 0.88,신청없음,1 : 0.14,신청없음,1 : 0.77
교양학부,COR1012-08,인문사회글쓰기,1 : 0.24,1 : 0.05,1 : 0.05,1 : 0.05,1 : 0.30
교양학부,COR1012-09,인문사회글쓰기,1 : 1.24,1 : 4.50,1 : 1.00,1 : 3.00,1 : 1.50
교양학부,COR1012-10,인문사회글쓰기,1 : 0.24,1 : 0.10,1 : 0.05,1 : 0.05,1 : 0.33
교양학부,COR1012-11,인문사회글쓰기,1 : 0.04,신청없음,1 : 0.04,신청없음,1 : 0.07
교양학부,COR1012-12,인문사회글쓰기,1 : 0.40,1 : 0.12,신청없음,1 : 0.06,1 : 0.43
교양학부,COR1012-13,인문사회글쓰기,1 : 1.40,1 : 2.00,신청없음,1 : 0.33,1 : 1.33
교양학부,COR1012-14,인문사회글쓰기,1 : 3.24,1 : 5.50,신청없음,1 : 0.33,1 : 3.10
교양학부,COR1012-15,인문사회글쓰기,1 : 0.76,1 : 0.88,1 : 1.00,신청없음,1 : 0.97
교양학부,COR1012-16,인문사회글쓰기,1 : 0.56,1 : 0.31,신청없음,신청없음,1 : 0.60
교양학부,COR1013-01,자연계글쓰기,1 : 0.40,1 : 0.12,1 : 0.06,신청없음,1 : 0.43
교양학부,COR1013-02,자연계글쓰기,1 : 0.68,1 : 1.10,신청없음,1 : 0.33,1 : 0.97
교양학부,COR1013-03,자연계글쓰기,1 : 1.00,1 : 1.50,신청없음,1 : 0.67,1 : 1.00
교양학부,COR1013-04,자연계글쓰기,1 : 0.20,1 : 0.05,1 : 0.04,1 : 0.04,1 : 0.27
교양학부,COR1013-05,자연계글쓰기,1 : 1.12,1 : 2.00,신청없음,신청없음,1 : 1.07
교양학부,COR1013-06,자연계글쓰기,1 : 1.28,1 : 1.50,1 : 1.00,1 : 1.00,1 : 1.27
교양학부,COR1013-07,자연계글쓰기,1 : 0.48,1 : 0.07,신청없음,신청없음,1 : 0.43
교양학부,COR1013-08,자연계글쓰기,1 : 0.12,신청없음,1 : 0.04,1 : 0.04,1 : 0.17
교양학부,COR1013-09,자연계글쓰기,1 : 0.24,신청없음,신청없음,신청없음,1 : 0.20
교양학부,COR1013-10,자연계글쓰기,1 : 0.28,신청없음,신청없음,1 : 0.04,1 : 0.27
교양학부,COR1014-01,한국어글쓰기,1 : 1.50,1 : 0.80,1 : 0.67,쿼터없음,1 : 1.15
교양학부,COR1014-02,한국어글쓰기,1 : 2.50,1 : 1.40,1 : 1.20,쿼터없음,1 : 1.95
교양학부,COR1014-03,한국어글쓰기,1 : 2.20,1 : 1.60,1 : 1.20,쿼터없음,1 : 1.85
교양학부,COR1014-04,한국어글쓰기,1 : 2.40,1 : 1.40,1 : 1.20,쿼터없음,1 : 1.95
교양학부,COR1014-05,한국어글쓰기,1 : 1.50,1 : 0.20,1 : 0.11,쿼터없음,1 : 0.90
교양학부,COR1014-06,한국어글쓰기,1 : 1.90,1 : 1.00,1 : 1.20,쿼터없음,1 : 1.60
교양학부,COR1014-07,한국어글쓰기,1 : 1.20,1 : 0.40,1 : 0.25,쿼터없음,1 : 0.85
교양학부,COR1014-08,한국어글쓰기,1 : 1.10,1 : 1.00,1 : 0.20,쿼터없음,1 : 0.85
교양학부,COR1015-01,알바트로스세미나,쿼터없음,쿼터없음,쿼터없음,쿼터없음,쿼터없음
컴퓨터공학전공,CSE2003-01,기초공학설계,1 : 0.23,1 : 0.05,쿼터없음,쿼터없음,1 : 0.24
컴퓨터공학전공,CSE2035-01,C프로그래밍,1 : 1.14,쿼터없음,쿼터없음,쿼터없음,1 : 1.19
컴퓨터공학전공,CSE2035-02,C프로그래밍,1 : 0.19,쿼터없음,쿼터없음,쿼터없음,1 : 0.23
컴퓨터공학전공,CSE2035-03,C프로그래밍,1 : 0.65,쿼터없음,쿼터없음,쿼터없음,1 : 0.72
컴퓨터공학전공,CSE3006-01,이산구조,1 : 0.58,쿼터없음,쿼터없음,쿼터없음,1 : 0.91
컴퓨터공학전공,CSE3006-02,이산구조,1 : 0.63,쿼터없음,쿼터없음,쿼터없음,1 : 0.88
컴퓨터공학전공,CSE3013-01,컴퓨터공학설계및실험I,쿼터없음,1 : 0.90,1 : 2.00,1 : 3.50,1 : 1.42
컴퓨터공학전공,CSE3015-01,디지털회로개론,쿼터없음,1 : 0.85,쿼터없음,쿼터없음,1 : 1.26
컴퓨터공학전공,CSE3015-02,디지털회로개론,쿼터없음,1 : 0.83,쿼터없음,쿼터없음,1 : 1.12
컴퓨터공학전공,CSE3016-01,컴퓨터공학실험II,쿼터없음,1 : 1.16,쿼터없음,쿼터없음,1 : 1.68
컴퓨터공학전공,CSE3016-02,컴퓨터공학실험II,쿼터없음,1 : 0.28,쿼터없음,쿼터없음,1 : 0.32
컴퓨터공학전공,CSE3016-03,컴퓨터공학실험II,쿼터없음,1 : 1.96,쿼터없음,쿼터없음,1 : 2.32
컴퓨터공학전공,CSE3016-04,컴퓨터공학실험II,쿼터없음,1 : 0.56,쿼터없음,쿼터없음,1 : 0.72
컴퓨터공학전공,CSE3016-05,컴퓨터공학실험II,쿼터없음,1 : 0.52,쿼터없음,쿼터없음,1 : 1.04
컴퓨터공학전공,CSE3040-01,JAVA언어,쿼터없음,1 : 0.21,쿼터없음,쿼터없음,1 : 0.54
컴퓨터공학전공,CSE3040-02,JAVA언어,쿼터없음,1 : 0.43,쿼터없음,쿼터없음,1 : 1.07
컴퓨터공학전공,CSE3080-01,자료구조,쿼터없음,1 : 0.75,쿼터없음,쿼터없음,1 : 1.21
컴퓨터공학전공,CSE3081-01,알고리즘설계와분석,쿼터없음,1 : 0.47,쿼터없음,쿼터없음,1 : 0.83
컴퓨터공학전공,CSE3081-02,알고리즘설계와분석,쿼터없음,1 : 0.58,쿼터없음,쿼터없음,1 : 1.32
컴퓨터공학전공,CSE4011-01,임베디드컴퓨터구조,쿼터없음,쿼터없음,1 : 0.28,1 : 0.30,1 : 0.40
컴퓨터공학전공,CSE4060-01,데이터통신개론,쿼터없음,쿼터없음,1 : 0.47,1 : 0.10,1 : 0.32
컴퓨터공학전공,CSE4070-01,운영체제,쿼터없음,쿼터없음,1 : 0.65,1 : 0.17,1 : 0.44
컴퓨터공학전공,CSE4070-02,운영체제,쿼터없음,쿼터없음,1 : 0.68,1 : 0.24,1 : 0.50
컴퓨터공학전공,CSE4085-01,자동장치이론,쿼터없음,쿼터없음,1 : 0.42,1 : 0.15,1 : 0.33
컴퓨터공학전공,CSE4095-01,파일처리,쿼터없음,쿼터없음,1 : 0.23,1 : 0.16,1 : 0.26
컴퓨터공학전공,CSE4152-01,고급소프트웨어실습I,쿼터없음,쿼터없음,1 : 1.04,1 : 0.80,1 : 1.00
컴퓨터공학전공,CSE4152-02,고급소프트웨어실습I,쿼터없음,쿼터없음,1 : 0.96,1 : 1.67,1 : 1.13
컴퓨터공학전공,CSE4152-03,고급소프트웨어실습I,쿼터없음,쿼터없음,1 : 0.36,1 : 0.43,1 : 0.60
컴퓨터공학전공,CSE4152-04,고급소프트웨어실습I,쿼터없음,쿼터없음,1 : 0.72,1 : 0.42,1 : 0.77
컴퓨터공학전공,CSE4177-01,인터넷프로그래밍및응용,쿼터없음,쿼터없음,1 : 1.60,1 : 0.55,1 : 0.63
컴퓨터공학전공,CSE4178-01,기초SOC설계,쿼터없음,쿼터없음,1 : 0.20,1 : 0.72,1 : 0.73
컴퓨터공학전공,CSE4181-01,SW경제성분석및창업,쿼터없음,쿼터없음,1 : 0.06,1 : 0.07,1 : 0.10
컴퓨터공학전공,CSE4185-01,기초인공지능,쿼터없음,쿼터없음,1 : 0.42,1 : 0.20,1 : 0.37
컴퓨터공학전공,CSE4186-01,캡스톤디자인I,쿼터없음,쿼터없음,신청없음,1 : 0.12,1 : 0.12
컴퓨터공학전공,CSE4187-01,캡스톤디자인II,쿼터없음,쿼터없음,쿼터없음,1 : 1.18,1 : 1.18
컴퓨터공학전공,CSE4187-02,캡스톤디자인II,쿼터없음,쿼터없음,쿼터없음,1 : 0.60,1 : 0.63
컴퓨터공학전공,CSEG311-01,대화형사용자인터페이스개론,쿼터없음,쿼터없음,쿼터없음,1 : 1.15,1 : 1.25
컴퓨터공학전공,CSEG414-01,병렬분산컴퓨팅,쿼터없음,쿼터없음,쿼터없음,1 : 1.00,1 : 1.10
컴퓨터공학전공,CSEQ982-01,컴퓨터학교과교재연구및지도법,신청없음,신청없음,신청없음,1 : 0.03,1 : 0.03
컴퓨터공학전공,CSEQ983-01,컴퓨터학교과논리및논술,신청없음,신청없음,1 : 0.10,신청없음,1 : 0.08
융합소프트웨어연계전공,CSW2020-01,기초Java언어,신청없음,1 : 0.30,1 : 0.32,1 : 0.10,1 : 0.39
융합소프트웨어연계전공,CSW2020-02,기초Java언어,신청없음,1 : 0.57,1 : 0.67,1 : 0.39,1 : 0.73
융합소프트웨어연계전공,CSW2030-01,자료구조입문,1 : 0.10,1 : 0.34,1 : 0.69,1 : 0.75,1 : 0.89
융합소프트웨어연계전공,CSW2040-01,정보사회와인문학,1 : 0.10,1 : 0.05,1 : 0.08,1 : 0.29,1 : 0.35
융합소프트웨어연계전공,CSW2050-01,코퍼스언어학,신청없음,1 : 0.05,1 : 0.23,1 : 0.16,1 : 0.30
융합소프트웨어연계전공,CSW2060-01,인문콘텐츠학,1 : 0.10,신청없음,1 : 0.08,1 : 0.11,1 : 0.17
융합소프트웨어연계전공,CSW3030-01,데이터베이스입문,신청없음,1 : 0.10,1 : 0.47,1 : 0.87,1 : 0.91
융합소프트웨어연계전공,CSW4010-01,융합소프트웨어종합설계,쿼터없음,쿼터없음,1 : 0.13,1 : 0.32,1 : 0.36
경제학전공,ECO2001-01,경제학원론I,1 : 0.14,1 : 0.15,1 : 0.11,1 : 0.09,1 : 0.34
경제학전공,ECO2001-02,경제학원론I,1 : 0.28,1 : 0.08,1 : 0.04,1 : 0.01,1 : 0.23
경제학전공,ECO2001-03,경제학원론I,1 : 2.00,1 : 2.03,1 : 5.20,1 : 2.80,1 : 2.26
경제학전공,ECO2001-04,경제학원론I,1 : 0.90,1 : 0.56,1 : 0.55,1 : 0.36,1 : 0.89
경제학전공,ECO2002-01,경제학원론II,1 : 2.18,1 : 1.87,1 : 1.80,1 : 1.00,1 : 1.93
경제학전공,ECO2002-02,경제학원론II,1 : 0.88,1 : 0.83,1 : 1.45,1 : 1.00,1 : 1.06
경제학전공,ECO2002-03,경제학원론II,1 : 0.96,1 : 0.75,1 : 0.50,1 : 0.05,1 : 0.82
경제학전공,ECO2002-04,경제학원론II,1 : 2.70,1 : 2.10,1 : 1.70,1 : 0.60,1 : 2.21
경제학전공,ECO2002-05,경제학원론II,1 : 0.34,1 : 0.14,1 : 0.03,1 : 0.03,1 : 0.30
경제학전공,ECO2002-06,경제학원론II,1 : 0.28,1 : 0.14,신청없음,1 : 0.03,1 : 0.25
경제학전공,ECO2003-01,경제수리기초,1 : 0.86,1 : 0.89,1 : 1.29,1 : 0.90,1 : 1.03
경제학전공,ECO2003-03,경제수리기초,1 : 0.58,1 : 0.43,1 : 0.19,1 : 0.16,1 : 0.68
경제학전공,ECO2004-01,경제통계학,1 : 0.20,1 : 0.06,1 : 0.04,신청없음,1 : 0.11
경제학전공,ECO2004-02,경제통계학,1 : 1.30,1 : 0.33,1 : 0.16,1 : 0.03,1 : 0.64
경제학전공,ECO2004-03,경제통계학,1 : 1.60,1 : 0.50,1 : 0.22,1 : 0.13,1 : 0.73
경제학전공,ECO2004-04,경제통계학,1 : 3.55,1 : 0.62,1 : 0.23,1 : 0.15,1 : 1.17
경제학전공,ECO2005-01,경제정보분석,쿼터없음,1 : 0.50,1 : 0.20,1 : 0.52,1 : 0.67
경제학전공,ECO2006-01,미시경제학I,1 : 1.60,1 : 0.67,1 : 0.65,1 : 0.11,1 : 0.83
경제학전공,ECO2006-02,미시경제학I,1 : 1.80,1 : 0.51,1 : 0.40,1 : 0.42,1 : 0.81
경제학전공,ECO2006-03,미시경제학I,1 : 0.80,1 : 0.37,1 : 0.22,1 : 0.11,1 : 0.48
경제학전공,ECO2007-01,거시경제학I,신청없음,1 : 0.49,1 : 0.22,1 : 0.18,1 : 0.54
경제학전공,ECO2007-02,거시경제학I,신청없음,1 : 0.18,1 : 0.11,1 : 0.08,1 : 0.27
경제학전공,ECO2007-03,거시경제학I,쿼터없음,1 : 0.40,1 : 0.20,1 : 0.02,1 : 0.40
경제학전공,ECO2007-04,거시경제학I,1 : 0.60,1 : 0.87,1 : 0.78,1 : 0.46,1 : 0.92
경제학전공,ECO2008-02,수리경제학,쿼터없음,1 : 1.73,1 : 1.37,1 : 2.40,1 : 1.76
경제학전공,ECO2009-01,계량경제학I,쿼터없음,1 : 0.20,1 : 0.13,1 : 0.11,1 : 0.26
경제학전공,ECO2009-02,계량경제학I,쿼터없음,1 : 0.30,1 : 0.20,1 : 0.22,1 : 0.43
경제학전공,ECO2009-03,계량경제학I,쿼터없음,1 : 1.18,1 : 1.68,1 : 3.45,1 : 1.83
경제학전공,ECO3002-01,노동경제학,쿼터없음,1 : 1.10,1 : 0.63,1 : 1.21,1 : 1.13
경제학전공,ECO3004-01,도시경제학,쿼터없음,1 : 0.60,1 : 0.56,1 : 0.38,1 : 0.63
경제학전공,ECO3005-01,환경경제학,쿼터없음,신청없음,1 : 0.40,1 : 0.56,1 : 0.67
경제학전공,ECO3007-01,농업경제학,쿼터없음,1 : 0.10,1 : 0.07,1 : 0.24,1 : 0.29
경제학전공,ECO3008-02,금융경제학,쿼터없음,1 : 2.00,1 : 1.40,1 : 1.63,1 : 1.56
경제학전공,ECO3009-01,공공경제학,쿼터없음,1 : 0.20,1 : 0.60,1 : 0.67,1 : 0.80
경제학전공,ECO3010-01,국제무역론,쿼터없음,1 : 3.70,1 : 2.23,1 : 3.04,1 : 2.73
경제학전공,ECO3011-01,국제금융론,쿼터없음,1 : 1.00,1 : 1.94,1 : 3.48,1 : 2.36
경제학전공,ECO3017-01,국제경제학,쿼터없음,1 : 1.60,1 : 2.63,1 : 4.08,1 : 3.00
경제학전공,ECO4001-01,미시경제학II,쿼터없음,1 : 0.40,1 : 0.45,1 : 0.23,1 : 0.41
경제학전공,ECO4002-01,거시경제학II,쿼터없음,신청없음,1 : 0.37,1 : 0.28,1 : 0.41
경제학전공,ECO4004-01,경제수리통계학,쿼터없음,1 : 1.40,1 : 0.83,1 : 0.65,1 : 0.83
경제학전공,ECO4005-01,게임이론,쿼터없음,1 : 1.00,1 : 1.60,1 : 1.37,1 : 1.44
경제학전공,ECO4007-01,경쟁법과산업규제의경제학,쿼터없음,1 : 0.20,1 : 0.26,1 : 0.43,1 : 0.51
경제학전공,ECO4008-01,금융정책,쿼터없음,신청없음,1 : 0.34,1 : 0.33,1 : 0.44
경제학전공,ECO4014-01,한국경제론,쿼터없음,1 : 0.80,1 : 0.55,1 : 0.35,1 : 0.54
경제학전공,ECO4018-01,경제학특강1,쿼터없음,1 : 0.80,1 : 0.74,1 : 0.67,1 : 0.80
경제학전공,ECO4020-01,경제학특강3,쿼터없음,1 : 0.20,1 : 0.42,1 : 0.95,1 : 0.97
경제학전공,ECO4030-01,행동경제학,쿼터없음,신청없음,1 : 0.25,1 : 0.28,1 : 0.39
경제학전공,ECO4034-01,금융시장행태주의(behavioral)분석(캡스톤),쿼터없음,신청없음,1 : 0.11,1 : 0.29,1 : 0.33
경제학전공,ECOG010-01,고급미시경제학I,쿼터없음,쿼터없음,신청없음,1 : 0.20,1 : 0.20
경제학전공,ECOG020-01,고급거시경제학I,쿼터없음,쿼터없음,1 : 0.10,1 : 0.13,1 : 0.16
경제학전공,ECOG030-01,고급계량경제학I,쿼터없음,쿼터없음,1 : 0.20,1 : 0.48,1 : 0.52
경제학전공,ECOG040-01,고급수리통계학,쿼터없음,쿼터없음,1 : 0.40,1 : 0.38,1 : 0.48
교육문화연계전공,EDU2001-01,교육학개론,1 : 3.00,1 : 2.14,1 : 0.60,1 : 1.00,1 : 1.47
교육문화연계전공,EDU2001-02,교육학개론,신청없음,1 : 0.13,1 : 0.17,1 : 0.08,1 : 0.27
교육문화연계전공,EDU2002-01,교육철학및교육사,1 : 2.20,1 : 1.30,1 : 0.90,1 : 0.82,1 : 1.20
교육문화연계전공,EDU2003-01,교육심리,1 : 0.40,1 : 0.46,1 : 0.09,1 : 0.06,1 : 0.27
교육문화연계전공,EDU2004-01,교육방법및교육공학,신청없음,1 : 0.07,1 : 0.03,1 : 0.04,1 : 0.07
교육문화연계전공,EDU3001-01,교육과정,신청없음,신청없음,1 : 0.03,1 : 0.11,1 : 0.13
교육문화연계전공,EDU3002-01,교육행정및교육경영,신청없음,신청없음,1 : 0.11,1 : 0.04,1 : 0.11
교육문화연계전공,EDU3033-01,교육사회,1 : 0.40,1 : 0.69,1 : 0.64,1 : 1.07,1 : 1.03
교육문화연계전공,EDU3034-01,학교현장실습,_,_,_,_,_
교육문화연계전공,EDU3035-01,교육봉사활동,쿼터없음,쿼터없음,신청없음,1 : 0.03,1 : 0.03
교육문화연계전공,EDU3037-01,생활지도및상담,1 : 2.67,1 : 6.40,1 : 0.80,1 : 1.08,1 : 1.71
교육문화연계전공,EDU3039-01,교육연구법,신청없음,신청없음,신청없음,1 : 0.03,1 : 0.03
교육문화연계전공,EDU3045-01,특수교육학개론,신청없음,1 : 0.13,1 : 0.15,1 : 0.14,1 : 0.23
교육문화연계전공,EDU3046-01,교직실무,쿼터없음,신청없음,1 : 1.00,1 : 0.80,1 : 0.86
국제인문학부,EDUF981-01,외국어교과교육론,쿼터없음,1 : 0.10,1 : 0.26,1 : 0.13,1 : 0.30
자연과학부,EDUS982-01,과학교과논리및논술,쿼터없음,신청없음,1 : 0.03,1 : 0.12,1 : 0.13
자연과학부,EDUS983-01,과학교과교재연구및지도,쿼터없음,1 : 0.05,1 : 0.08,1 : 0.07,1 : 0.13
전자공학전공,EEE1002-01,C언어기초,1 : 0.60,1 : 0.54,1 : 0.44,1 : 0.13,1 : 0.79
전자공학전공,EEE1002-02,C언어기초,1 : 0.48,1 : 0.13,1 : 0.06,신청없음,1 : 0.44
전자공학전공,EEE1002-03,C언어기초,1 : 0.45,1 : 0.31,신청없음,신청없음,1 : 0.50
전자공학전공,EEE1002-04,C언어기초,1 : 0.10,1 : 0.10,신청없음,1 : 0.05,1 : 0.19
전자공학전공,EEE2011-01,전자공학세미나I,쿼터없음,1 : 0.04,1 : 0.16,쿼터없음,1 : 0.24
전자공학전공,EEE2052-01,디지털논리회로실험,쿼터없음,1 : 1.68,1 : 2.50,1 : 3.00,1 : 1.82
전자공학전공,EEE2052-02,디지털논리회로실험,쿼터없음,1 : 0.53,1 : 0.55,신청없음,1 : 0.73
전자공학전공,EEE2052-03,디지털논리회로실험,쿼터없음,1 : 0.53,1 : 0.64,1 : 0.20,1 : 0.82
전자공학전공,EEE2052-04,디지털논리회로실험,쿼터없음,1 : 1.26,1 : 1.00,신청없음,1 : 1.18
전자공학전공,EEE2052-05,디지털논리회로실험,쿼터없음,1 : 0.68,1 : 0.38,신청없음,1 : 0.73
전자공학전공,EEE2102-01,전자장론II,쿼터없음,1 : 0.44,1 : 0.17,1 : 0.16,1 : 0.48
전자공학전공,EEE2104-01,고급공학수학II,쿼터없음,1 : 1.06,1 : 1.47,1 : 0.20,1 : 1.03
전자공학전공,EEE2104-02,고급공학수학II,쿼터없음,1 : 0.11,1 : 0.08,1 : 0.01,1 : 0.16
전자공학전공,EEE2108-01,공학프로그래밍,쿼터없음,1 : 0.20,1 : 0.14,1 : 0.10,1 : 0.32
전자공학전공,EEE2108-02,공학프로그래밍,쿼터없음,1 : 0.90,1 : 1.71,1 : 0.33,1 : 1.11
전자공학전공,EEE2108-03,공학프로그래밍,쿼터없음,1 : 1.65,1 : 0.60,신청없음,1 : 1.29
전자공학전공,EEE2111-01,기초회로이론,1 : 0.36,1 : 0.23,1 : 0.07,1 : 0.02,1 : 0.49
전자공학전공,EEE2111-02,기초회로이론,1 : 0.47,1 : 0.62,1 : 0.33,1 : 0.23,1 : 0.84
전자공학전공,EEE2120-01,물리전자공학I,쿼터없음,1 : 0.10,1 : 0.03,1 : 0.01,1 : 0.11
전자공학전공,EEE2120-02,물리전자공학I,쿼터없음,1 : 1.33,1 : 2.07,1 : 0.40,1 : 1.35
전자공학전공,EEE2153-01,신호및시스템,쿼터없음,1 : 0.14,1 : 0.08,신청없음,1 : 0.17
전자공학전공,EEE2153-02,신호및시스템,쿼터없음,1 : 0.94,1 : 1.04,1 : 0.70,1 : 0.98
전자공학전공,EEE3132-01,전자회로II,쿼터없음,쿼터없음,1 : 0.92,1 : 1.22,1 : 1.04
전자공학전공,EEE3132-02,전자회로II,쿼터없음,쿼터없음,1 : 0.74,1 : 0.56,1 : 0.85
전자공학전공,EEE3142-01,디지털제어,쿼터없음,쿼터없음,1 : 0.57,1 : 0.39,1 : 0.65
전자공학전공,EEE3146-01,반도체공학I,쿼터없음,쿼터없음,1 : 0.88,1 : 0.63,1 : 0.88
전자공학전공,EEE3149-01,디지털통신,쿼터없음,신청없음,1 : 0.48,1 : 0.15,1 : 0.48
전자공학전공,EEE3163-01,고급디지털회로설계,쿼터없음,쿼터없음,1 : 0.72,1 : 0.33,1 : 0.73
전자공학전공,EEE3178-01,컴퓨터아키텍쳐,쿼터없음,쿼터없음,1 : 0.48,1 : 0.22,1 : 0.54
전자공학전공,EEE3182-01,고급전자회로실험,쿼터없음,쿼터없음,1 : 0.75,1 : 0.88,1 : 0.96
전자공학전공,EEE3182-02,고급전자회로실험,쿼터없음,쿼터없음,1 : 0.58,1 : 0.42,1 : 0.73
전자공학전공,EEE3182-03,고급전자회로실험,쿼터없음,쿼터없음,1 : 1.33,1 : 6.50,1 : 1.73
전자공학전공,EEE3182-04,고급전자회로실험,쿼터없음,쿼터없음,1 : 0.42,1 : 0.31,1 : 0.58
전자공학전공,EEE3182-05,고급전자회로실험,쿼터없음,쿼터없음,1 : 0.50,1 : 0.57,1 : 0.77
전자공학전공,EEE4125-01,광전자공학,쿼터없음,쿼터없음,쿼터없음,1 : 0.10,1 : 0.10
전자공학전공,EEE4159-01,이동통신공학,쿼터없음,쿼터없음,쿼터없음,1 : 0.23,1 : 0.25
전자공학전공,EEE4161-01,인터넷통신망,쿼터없음,쿼터없음,쿼터없음,1 : 0.18,1 : 0.20
전자공학전공,EEE4168-01,마이크로프로세서시스템설계,쿼터없음,쿼터없음,쿼터없음,1 : 0.30,1 : 0.33
전자공학전공,EEE4169-01,VLSI시스템설계,쿼터없음,쿼터없음,쿼터없음,1 : 0.38,1 : 0.38
전자공학전공,EEE4174-01,기초초고주파회로해석,쿼터없음,쿼터없음,1 : 0.15,1 : 0.13,1 : 0.18
전자공학전공,EEE4176-01,디지털신호처리응용,쿼터없음,쿼터없음,신청없음,1 : 0.07,1 : 0.07
전자공학전공,EEE4178-01,인공지능(딥러닝)개론,쿼터없음,쿼터없음,1 : 0.13,1 : 0.34,1 : 0.37
전자공학전공,EEE4185-01,디자인프로젝트(종합설계),쿼터없음,쿼터없음,쿼터없음,1 : 0.35,1 : 0.35
전자공학전공,EEE4199-01,특수연구,_,_,_,_,_
전자공학전공,EEEG274-01,IoT디바이스설계기술(캡스톤디자인),쿼터없음,쿼터없음,1 : 0.13,1 : 0.07,1 : 0.11
영미어문전공,ENG2001-01,영문학개론,1 : 1.80,1 : 0.70,1 : 0.23,1 : 0.10,1 : 0.75
영미어문전공,ENG2003-01,언어학개론,1 : 1.45,1 : 0.66,1 : 0.09,1 : 0.18,1 : 0.87
영미어문전공,ENG2003-02,언어학개론,1 : 1.43,1 : 0.40,신청없음,1 : 0.36,1 : 0.80
영미어문전공,ENG2005-01,영국문화사,1 : 0.70,1 : 1.33,1 : 0.53,1 : 0.82,1 : 1.06
영미어문전공,ENG2007-01,영미수필,신청없음,1 : 0.67,1 : 0.20,1 : 0.47,1 : 0.70
영미어문전공,ENG2009-01,영미단편소설,신청없음,1 : 1.20,1 : 0.50,1 : 0.60,1 : 0.91
영미어문전공,ENG2101-01,영문학작문,1 : 1.00,1 : 1.20,쿼터없음,쿼터없음,1 : 1.15
영미어문전공,ENG2101-02,영문학작문,1 : 0.77,1 : 0.40,쿼터없음,쿼터없음,1 : 0.70
영미어문전공,ENG2101-03,영문학작문,쿼터없음,쿼터없음,1 : 0.40,1 : 0.38,1 : 0.70
영미어문전공,ENG2103-01,작문과수사학,쿼터없음,1 : 0.57,1 : 0.30,1 : 0.46,1 : 0.65
영미어문전공,ENG2106-01,시사영문강독,1 : 0.30,1 : 0.38,1 : 0.17,1 : 0.06,1 : 0.36
