개설전공,입력코드,과목명,전체,2학년,3학년,4학년,1학년
교양학부(중핵자유),LED3015-01,자기브랜드리더십,1 : 0.58,1 : 0.80,1 : 0.67,1 : 0.50,신청없음
수학전공,MAT1050-01,미적분학실습I,1 : 0.61,1 : 1.00,1 : 3.00,1 : 1.00,1 : 0.08
수학전공,MAT1050-02,미적분학실습I,1 : 0.17,1 : 0.50,1 : 0.33,신청없음,1 : 0.06
수학전공,MAT1050-03,미적분학실습I,1 : 0.33,1 : 1.00,1 : 1.50,1 : 0.50,신청없음
수학전공,MAT1050-04,미적분학실습I,1 : 0.39,1 : 2.50,1 : 0.50,신청없음,1 : 0.07
수학전공,MAT1050-05,미적분학실습I,1 : 0.39,신청없음,1 : 1.00,1 : 1.50,신청없음
수학전공,MAT1050-06,미적분학실습I,1 : 0.28,1 : 1.00,1 : 1.00,1 : 0.50,신청없음
수학전공,MAT2010-01,집합론,1 : 1.03,1 : 1.10,1 : 0.70,1 : 0.85,쿼터없음
수학전공,MAT2010-02,집합론,1 : 0.88,1 : 0.95,1 : 1.17,1 : 0.10,쿼터없음
수학전공,MAT2110-01,선형대수학,1 : 2.22,1 : 2.33,1 : 2.30,1 : 1.60,쿼터없음
수학전공,MAT2110-02,선형대수학,1 : 1.10,1 : 0.78,1 : 1.32,1 : 1.00,쿼터없음
수학전공,MAT2110-03,선형대수학,1 : 1.23,1 : 0.98,1 : 2.00,1 : 1.30,쿼터없음
수학전공,MAT2110-04,선형대수학,1 : 0.23,1 : 0.23,1 : 0.05,1 : 0.06,쿼터없음
수학전공,MAT2210-01,고등미적분학I,1 : 1.28,1 : 1.10,1 : 2.40,1 : 0.90,쿼터없음
수학전공,MAT2210-02,고등미적분학I,1 : 1.32,1 : 1.13,1 : 2.60,1 : 0.70,쿼터없음
수학전공,MAT2410-01,응용수학I,1 : 0.60,1 : 1.95,1 : 0.40,1 : 0.03,신청없음
수학전공,MAT2410-02,응용수학I,1 : 0.76,1 : 2.05,1 : 0.75,1 : 0.16,1 : 0.02
수학전공,MAT3010-01,다변수함수,1 : 0.45,1 : 0.37,1 : 0.23,1 : 0.18,쿼터없음
수학전공,MAT3010-02,다변수함수,1 : 0.28,1 : 0.07,1 : 0.17,1 : 0.14,쿼터없음
수학전공,MAT3020-01,통계학입문,1 : 1.50,1 : 1.55,1 : 2.10,1 : 0.85,쿼터없음
수학전공,MAT3110-01,이산수학,1 : 0.40,1 : 0.03,1 : 0.31,1 : 0.18,쿼터없음
수학전공,MAT3430-01,응용통계학및실습,1 : 0.42,신청없음,1 : 0.22,1 : 0.29,쿼터없음
수학전공,MAT3430-02,응용통계학및실습,1 : 0.18,신청없음,1 : 0.06,1 : 0.14,쿼터없음
수학전공,MAT3440-01,통신수학,1 : 0.12,신청없음,1 : 0.10,1 : 0.05,쿼터없음
수학전공,MAT4110-01,추상대수학I,1 : 0.90,1 : 1.80,1 : 0.85,1 : 0.52,쿼터없음
수학전공,MAT4110-02,추상대수학I,1 : 1.02,1 : 0.40,1 : 1.14,1 : 0.67,쿼터없음
수학전공,MAT4210-01,복소수함수론I,1 : 0.37,신청없음,1 : 0.33,1 : 0.16,쿼터없음
수학전공,MAT4210-02,복소수함수론I,1 : 0.33,1 : 0.80,1 : 0.24,1 : 0.13,쿼터없음
수학전공,MAT4310-01,미분기하학,1 : 1.02,1 : 0.40,1 : 0.63,1 : 1.03,쿼터없음
수학전공,MAT4330-01,위상수학개론II,1 : 0.17,신청없음,1 : 0.06,1 : 0.14,쿼터없음
수학전공,MATG210-01,실해석학I,1 : 0.35,쿼터없음,1 : 0.17,1 : 0.26,쿼터없음
수학전공,MATQ981-01,수학교과교육론,1 : 0.19,신청없음,1 : 0.29,신청없음,쿼터없음
기계공학전공,MEE1005-01,C프로그래밍기초,쿼터없음,쿼터없음,쿼터없음,쿼터없음,쿼터없음
기계공학전공,MEE2006-01,공학수학I,1 : 0.95,1 : 0.95,1 : 1.00,1 : 0.30,쿼터없음
기계공학전공,MEE2011-01,고체역학,1 : 0.58,1 : 0.78,1 : 0.19,신청없음,쿼터없음
기계공학전공,MEE2011-02,고체역학,1 : 0.61,1 : 0.56,1 : 0.51,1 : 0.06,쿼터없음
기계공학전공,MEE2022-01,열역학I,1 : 0.56,1 : 0.78,1 : 0.08,1 : 0.05,쿼터없음
기계공학전공,MEE2022-02,열역학I,1 : 0.46,1 : 0.56,1 : 0.19,1 : 0.04,쿼터없음
기계공학전공,MEE2025-01,모형설계제작,1 : 1.47,1 : 2.05,신청없음,1 : 0.20,쿼터없음
기계공학전공,MEE2025-02,모형설계제작,1 : 0.80,1 : 1.10,1 : 0.20,신청없음,쿼터없음
기계공학전공,MEE2025-03,모형설계제작,1 : 0.53,1 : 0.60,1 : 0.23,1 : 0.07,쿼터없음
기계공학전공,MEE2026-01,2DCAD,1 : 0.22,1 : 0.07,1 : 0.18,1 : 0.03,쿼터없음
기계공학전공,MEE3001-01,재료거동학,1 : 0.17,쿼터없음,1 : 0.13,1 : 0.09,쿼터없음
기계공학전공,MEE3003-01,진동학,1 : 0.58,쿼터없음,1 : 0.73,1 : 0.16,쿼터없음
기계공학전공,MEE3004-01,생산공정,1 : 0.55,쿼터없음,1 : 0.56,1 : 0.13,쿼터없음
기계공학전공,MEE3004-02,생산공정,1 : 0.52,쿼터없음,1 : 0.48,1 : 0.17,쿼터없음
기계공학전공,MEE3006-01,기계공학해석,1 : 0.63,쿼터없음,1 : 0.70,1 : 0.09,쿼터없음
기계공학전공,MEE3022-01,유체역학II,1 : 0.08,쿼터없음,1 : 0.06,1 : 0.05,쿼터없음
기계공학전공,MEE3026-01,기계공학실험II,1 : 0.50,쿼터없음,1 : 0.07,1 : 0.45,쿼터없음
기계공학전공,MEE3032-01,열전달,1 : 0.45,쿼터없음,1 : 0.50,1 : 0.27,쿼터없음
기계공학전공,MEE4002-01,냉동및공기조화,1 : 0.13,쿼터없음,1 : 0.08,1 : 0.09,쿼터없음
기계공학전공,MEE4004-01,3D-CAD,1 : 0.38,쿼터없음,1 : 0.28,1 : 0.24,쿼터없음
기계공학전공,MEE4014-01,MEMS설계제작,1 : 0.16,쿼터없음,1 : 0.22,1 : 0.06,쿼터없음
기계공학전공,MEE4021-01,창의적종합설계,1 : 0.17,쿼터없음,쿼터없음,1 : 0.17,쿼터없음
기계공학전공,MEE4021-02,창의적종합설계,1 : 1.23,쿼터없음,쿼터없음,1 : 1.23,쿼터없음
기계공학전공,MEE4022-01,신재생에너지공학개론,1 : 0.10,쿼터없음,1 : 0.02,1 : 0.09,쿼터없음
기계공학전공,MEE4024-01,계측및신호처리,1 : 0.05,쿼터없음,1 : 0.08,1 : 0.01,쿼터없음
기계공학전공,MEE4032-01,마이크로열유체공학,1 : 0.07,쿼터없음,1 : 0.02,1 : 0.06,쿼터없음
기계공학전공,MEE4033-01,메카트로닉스,1 : 0.29,쿼터없음,1 : 0.32,1 : 0.15,쿼터없음
기계공학전공,MEEG013-01,고급제어1,1 : 0.08,쿼터없음,쿼터없음,1 : 0.08,쿼터없음
경영학전공,MGT2001-01,현대기업과기업윤리,1 : 0.33,1 : 0.20,1 : 0.16,1 : 0.30,1 : 0.02
경영학전공,MGT2002-01,경영통계학,1 : 0.47,1 : 0.80,1 : 1.15,1 : 0.30,1 : 0.07
경영학전공,MGT2002-02,경영통계학,1 : 0.43,1 : 0.47,1 : 0.89,1 : 0.50,1 : 0.02
경영학전공,MGT2002-03,경영통계학,1 : 0.61,1 : 1.53,1 : 1.00,1 : 0.50,1 : 0.13
경영학전공,MGT2002-04,경영통계학,1 : 0.14,1 : 0.13,1 : 0.17,1 : 0.07,1 : 0.03
경영학전공,MGT2002-05,경영통계학,1 : 0.37,1 : 0.33,1 : 0.65,1 : 0.24,1 : 0.08
경영학전공,MGT2003-01,회계학원론,1 : 0.84,1 : 1.20,1 : 1.30,1 : 2.00,1 : 0.07
경영학전공,MGT2003-02,회계학원론,1 : 0.39,1 : 0.25,1 : 0.44,1 : 0.38,1 : 0.04
경영학전공,MGT2003-03,회계학원론,1 : 1.63,1 : 3.00,1 : 3.80,1 : 1.40,1 : 0.07
경영학전공,MGT2003-04,회계학원론,1 : 3.06,1 : 5.15,1 : 6.80,1 : 3.70,1 : 0.20
경영학전공,MGT2003-05,회계학원론,1 : 2.31,1 : 3.70,1 : 5.30,1 : 2.90,1 : 0.20
경영학전공,MGT2003-06,회계학원론,1 : 1.10,1 : 1.65,1 : 2.90,1 : 1.20,1 : 0.10
경영학전공,MGT3001-01,조직행동이론,1 : 1.79,1 : 1.90,1 : 2.70,1 : 1.10,쿼터없음
경영학전공,MGT3001-02,조직행동이론,1 : 0.16,1 : 0.20,1 : 0.08,1 : 0.08,신청없음
경영학전공,MGT3001-03,조직행동이론,1 : 0.63,1 : 0.73,1 : 0.27,쿼터없음,쿼터없음
경영학전공,MGT3001-04,조직행동이론,1 : 2.13,1 : 3.65,1 : 1.93,1 : 0.90,쿼터없음
경영학전공,MGT3001-05,조직행동이론,1 : 1.03,1 : 3.20,1 : 0.67,1 : 0.50,쿼터없음
경영학전공,MGT3001-06,조직행동이론,1 : 0.11,1 : 0.10,1 : 0.02,1 : 0.05,1 : 0.02
경영학전공,MGT3002-01,경영정보시스템,1 : 0.14,쿼터없음,쿼터없음,1 : 0.09,쿼터없음
경영학전공,MGT3002-02,경영정보시스템,1 : 1.47,1 : 0.48,1 : 1.11,1 : 2.45,쿼터없음
경영학전공,MGT3002-03,경영정보시스템,1 : 2.77,1 : 1.32,1 : 2.96,1 : 4.30,쿼터없음
경영학전공,MGT3002-04,경영정보시스템,1 : 0.01,신청없음,1 : 0.02,신청없음,쿼터없음
경영학전공,MGT3003-01,생산관리론,1 : 1.60,1 : 1.95,1 : 1.84,1 : 1.08,쿼터없음
경영학전공,MGT3003-02,생산관리론,1 : 0.19,1 : 0.20,1 : 0.12,1 : 0.07,쿼터없음
경영학전공,MGT3003-03,생산관리론,1 : 0.63,1 : 0.70,1 : 0.61,1 : 0.30,쿼터없음
경영학전공,MGT3003-04,생산관리론,1 : 0.47,1 : 0.55,1 : 0.35,1 : 0.19,쿼터없음
경영학전공,MGT3004-01,재무관리,1 : 0.33,1 : 0.45,1 : 0.16,1 : 0.17,1 : 0.02
경영학전공,MGT3004-02,재무관리,1 : 1.84,1 : 1.60,1 : 3.40,1 : 1.40,1 : 0.10
경영학전공,MGT3004-03,재무관리,1 : 0.51,1 : 0.80,1 : 0.58,1 : 0.20,신청없음
경영학전공,MGT3004-04,재무관리,1 : 0.47,1 : 0.05,1 : 0.51,1 : 0.31,신청없음
경영학전공,MGT3004-05,재무관리,1 : 1.29,1 : 1.15,1 : 2.10,1 : 1.20,1 : 0.10
경영학전공,MGT3004-06,재무관리,1 : 0.14,1 : 0.15,1 : 0.14,1 : 0.04,신청없음
경영학전공,MGT3005-01,관리회계,1 : 0.29,1 : 0.10,1 : 0.18,1 : 0.13,신청없음
경영학전공,MGT3005-02,관리회계,1 : 0.70,1 : 0.27,1 : 0.56,1 : 0.39,1 : 0.05
경영학전공,MGT3005-03,관리회계,1 : 1.53,1 : 0.70,1 : 1.13,1 : 8.40,신청없음
경영학전공,MGT3005-04,관리회계,1 : 1.04,1 : 0.23,1 : 0.55,1 : 1.28,신청없음
경영학전공,MGT3006-01,마케팅원론,1 : 0.40,1 : 0.30,1 : 0.25,1 : 0.19,쿼터없음
경영학전공,MGT3006-02,마케팅원론,1 : 2.27,1 : 3.70,1 : 1.70,1 : 1.65,쿼터없음
경영학전공,MGT3006-03,마케팅원론,1 : 0.93,1 : 1.65,1 : 0.67,1 : 0.40,쿼터없음
경영학전공,MGT3006-04,마케팅원론,1 : 2.74,1 : 3.90,1 : 2.57,1 : 1.85,쿼터없음
경영학전공,MGT3006-05,마케팅원론,1 : 0.13,1 : 0.10,1 : 0.10,1 : 0.03,쿼터없음
경영학전공,MGT3007-01,국제경영론,1 : 0.13,신청없음,1 : 0.10,1 : 0.08,쿼터없음
경영학전공,MGT3007-02,국제경영론,1 : 0.64,1 : 0.25,1 : 0.51,1 : 0.47,쿼터없음
경영학전공,MGT3007-03,국제경영론,1 : 2.70,1 : 3.05,1 : 4.20,1 : 1.47,쿼터없음
경영학전공,MGT3007-04,국제경영론,1 : 0.50,1 : 0.35,1 : 0.52,1 : 0.24,쿼터없음
경영학전공,MGT4101-01,경영전략시뮬레이션,1 : 0.24,신청없음,1 : 0.03,1 : 0.27,신청없음
경영학전공,MGT4102-01,경영전략,1 : 1.87,1 : 0.10,1 : 0.79,1 : 3.54,신청없음
경영학전공,MGT4102-02,경영전략,1 : 0.77,1 : 0.60,1 : 0.41,1 : 0.70,쿼터없음
경영학전공,MGT4102-03,경영전략,1 : 0.16,1 : 0.10,1 : 0.03,1 : 0.13,쿼터없음
경영학전공,MGT4106-01,인적자원관리,1 : 0.97,1 : 0.05,1 : 0.51,1 : 0.96,쿼터없음
경영학전공,MGT4106-02,인적자원관리,1 : 0.40,1 : 0.10,1 : 0.28,1 : 0.28,쿼터없음
경영학전공,MGT4106-03,인적자원관리,1 : 0.13,1 : 0.05,1 : 0.04,1 : 0.09,쿼터없음
경영학전공,MGT4109-01,기업전략의최신주제및사례연구,1 : 0.13,신청없음,신청없음,1 : 0.13,쿼터없음
경영학전공,MGT4201-01,의사결정론,1 : 0.83,1 : 0.05,1 : 0.27,1 : 0.83,1 : 0.14
경영학전공,MGT4202-01,통계자료분석,1 : 0.44,1 : 0.10,1 : 0.21,1 : 0.37,신청없음
경영학전공,MGT4203-01,경영과학,1 : 0.33,신청없음,1 : 0.20,1 : 0.25,신청없음
경영학전공,MGT4204-01,시뮬레이션,1 : 0.60,1 : 0.05,1 : 0.36,1 : 0.50,1 : 0.03
경영학전공,MGT4221-01,경영과정보기술,1 : 2.02,1 : 0.30,1 : 0.65,1 : 3.32,쿼터없음
경영학전공,MGT4225-01,전사적자원관리소프트웨어활용,1 : 0.01,신청없음,신청없음,1 : 0.01,쿼터없음
경영학전공,MGT4226-01,빅데이터와비즈니스인텔리젼스,1 : 1.40,1 : 0.16,1 : 0.54,1 : 1.68,쿼터없음
경영학전공,MGT4227-01,지식경영과서비스혁신,1 : 0.24,쿼터없음,쿼터없음,1 : 0.19,쿼터없음
경영학전공,MGT4229-01,미래창업을위한창의성과창의경영,1 : 0.30,1 : 0.04,1 : 0.06,1 : 0.26,쿼터없음
경영학전공,MGT4241-01,기술경영,1 : 0.20,신청없음,1 : 0.05,1 : 0.18,쿼터없음
경영학전공,MGT4245-01,정보화시대의기업경영과혁신,1 : 0.09,신청없음,신청없음,1 : 0.09,쿼터없음
경영학전공,MGT4247-01,공급체인관리와e-business,1 : 0.19,쿼터없음,1 : 0.03,1 : 0.17,쿼터없음
경영학전공,MGT4248-01,비즈니스프로세스관리,1 : 0.39,쿼터없음,1 : 0.20,1 : 0.32,쿼터없음
경영학전공,MGT4249-01,종합물류론,1 : 0.20,신청없음,1 : 0.04,1 : 0.18,쿼터없음
경영학전공,MGT4301-01,투자론,1 : 1.19,1 : 0.30,1 : 0.97,1 : 2.05,1 : 0.10
경영학전공,MGT4303-01,선물옵션투자론,1 : 1.31,1 : 0.10,1 : 0.89,1 : 2.29,1 : 0.10
경영학전공,MGT4306-01,금융리스크관리,1 : 0.17,1 : 0.05,1 : 0.08,1 : 0.14,신청없음
경영학전공,MGT4307-01,금융기관론,1 : 0.17,1 : 0.05,1 : 0.10,1 : 0.11,1 : 0.02
경영학전공,MGT4311-01,금융실무,1 : 1.06,쿼터없음,1 : 0.56,1 : 1.08,쿼터없음
경영학전공,MGT4313-01,벤처와금융시장(캡스톤디자인),1 : 0.18,1 : 0.07,1 : 0.09,1 : 0.12,쿼터없음
경영학전공,MGT4331-01,보험학원론,1 : 0.34,1 : 0.10,1 : 0.18,1 : 0.29,신청없음
경영학전공,MGT4331-02,보험학원론,1 : 0.21,신청없음,1 : 0.20,1 : 0.13,신청없음
경영학전공,MGT4401-01,중급회계1,1 : 0.73,1 : 0.40,1 : 0.79,1 : 0.50,신청없음
경영학전공,MGT4401-02,중급회계1,1 : 0.80,1 : 0.30,1 : 0.84,1 : 0.59,신청없음
경영학전공,MGT4402-01,중급회계2,1 : 0.80,1 : 0.15,1 : 0.70,1 : 0.69,신청없음
경영학전공,MGT4404-01,원가회계,1 : 1.61,1 : 0.87,1 : 2.03,1 : 1.75,신청없음
경영학전공,MGT4409-01,회계학연습,1 : 0.06,1 : 0.07,1 : 0.05,1 : 0.02,신청없음
경영학전공,MGT4502-01,소비자행동론,1 : 0.90,1 : 0.10,1 : 0.44,1 : 0.85,쿼터없음
경영학전공,MGT4503-01,시장조사론,1 : 0.10,신청없음,1 : 0.08,1 : 0.05,쿼터없음
경영학전공,MGT4505-01,브랜드전략론,1 : 0.87,1 : 0.10,1 : 0.35,1 : 0.82,쿼터없음
경영학전공,MGT4510-01,국제마케팅론,1 : 0.13,신청없음,1 : 0.03,1 : 0.12,쿼터없음
경영학전공,MGT4601-01,기업과국제환경,1 : 0.93,1 : 0.25,1 : 0.74,1 : 0.87,쿼터없음
경영학전공,MGT4601-02,기업과국제환경,1 : 1.11,1 : 0.20,1 : 0.83,1 : 1.22,쿼터없음
경영학전공,MGT4605-01,무역실무,1 : 1.91,1 : 0.15,1 : 1.08,1 : 3.03,쿼터없음
경영학전공,MGT4607-01,국제금융시장론,1 : 2.10,1 : 0.45,1 : 1.71,1 : 2.83,쿼터없음
경영학전공,MGT4613-01,중국시장및경영환경의이해,1 : 0.56,신청없음,1 : 0.23,1 : 0.49,쿼터없음
경영학전공,MGT4701-01,영어비즈니스커뮤니케이션,1 : 0.46,쿼터없음,1 : 0.32,1 : 0.33,쿼터없음
경영학전공,MGT4704-01,CEO경영특강,1 : 0.57,1 : 0.13,1 : 0.20,1 : 0.71,신청없음
경영학전공,MGT4709-01,기업과사회,1 : 0.07,쿼터없음,쿼터없음,쿼터없음,1 : 0.06
경영학전공,MGTG205-01,재무제표분석(캡스톤디자인),1 : 0.24,신청없음,1 : 0.03,1 : 0.23,쿼터없음
철학전공,PHI2002-01,동양철학개론,1 : 0.21,1 : 0.10,1 : 0.14,1 : 0.11,1 : 0.01
철학전공,PHI2003-01,서양철학사,1 : 0.66,1 : 1.00,1 : 0.57,1 : 0.21,쿼터없음
철학전공,PHI2005-01,논리학개론,1 : 0.83,1 : 1.20,1 : 0.83,1 : 0.63,신청없음
철학전공,PHI2006-01,형이상학,1 : 0.32,1 : 0.35,1 : 0.18,1 : 0.08,쿼터없음
철학전공,PHI2008-01,윤리학,1 : 0.38,1 : 0.30,1 : 0.26,1 : 0.09,쿼터없음
철학전공,PHI3005-01,플라톤철학,1 : 1.34,1 : 1.35,1 : 1.30,1 : 1.30,쿼터없음
철학전공,PHI3008-01,토마스철학,1 : 0.20,1 : 0.15,1 : 0.14,1 : 0.05,쿼터없음
철학전공,PHI3009-01,대륙합리론,1 : 1.16,1 : 1.00,1 : 1.20,1 : 1.40,쿼터없음
철학전공,PHI3012-01,현대프랑스철학,1 : 0.46,1 : 0.20,1 : 0.17,1 : 0.33,쿼터없음
철학전공,PHI3014-01,미학개론,1 : 0.30,1 : 0.30,1 : 0.12,1 : 0.13,쿼터없음
철학전공,PHI3033-01,"선진,한철학사",1 : 0.64,1 : 0.30,1 : 0.44,1 : 0.38,쿼터없음
철학전공,PHI3037-01,도가철학,1 : 1.56,1 : 0.90,1 : 1.36,1 : 3.00,쿼터없음
철학전공,PHI4015-01,한국철학특강,1 : 0.06,신청없음,신청없음,1 : 0.06,쿼터없음
철학전공,PHI4023-01,생명윤리,1 : 0.04,신청없음,신청없음,1 : 0.02,쿼터없음
철학전공,PHI4035-01,예술철학특강,1 : 0.22,1 : 0.15,1 : 0.05,1 : 0.13,쿼터없음
물리학전공,PHY1001-01,일반물리I,1 : 0.04,신청없음,1 : 0.13,신청없음,1 : 0.01
물리학전공,PHY1001-02,일반물리I,1 : 0.66,1 : 1.90,1 : 2.80,1 : 1.80,1 : 0.08
물리학전공,PHY1001-03,일반물리I,1 : 0.27,1 : 1.20,1 : 0.80,1 : 0.17,1 : 0.04
물리학전공,PHY1001-04,일반물리I,1 : 0.13,1 : 0.40,1 : 0.45,신청없음,신청없음
물리학전공,PHY1001-05,일반물리I,1 : 0.06,신청없음,신청없음,1 : 0.10,1 : 0.04
물리학전공,PHY1001-06,일반물리I,1 : 0.11,1 : 0.50,신청없음,1 : 0.07,1 : 0.03
물리학전공,PHY1001-07,일반물리I,1 : 0.19,1 : 1.10,신청없음,1 : 0.10,1 : 0.02
물리학전공,PHY1001-08,일반물리I,1 : 0.17,1 : 0.60,1 : 0.22,1 : 0.17,1 : 0.03
물리학전공,PHY1001-09,일반물리I,1 : 0.21,1 : 1.00,1 : 0.40,신청없음,1 : 0.05
물리학전공,PHY1001-10,일반물리I,1 : 0.07,1 : 0.50,신청없음,신청없음,신청없음
물리학전공,PHY1101-01,일반물리실험I,1 : 1.75,1 : 5.33,1 : 1.00,1 : 7.00,1 : 0.30
물리학전공,PHY1101-02,일반물리실험I,1 : 0.19,1 : 0.33,1 : 0.25,1 : 0.25,신청없음
물리학전공,PHY1101-03,일반물리실험I,1 : 0.13,신청없음,1 : 0.40,신청없음,신청없음
물리학전공,PHY1101-04,일반물리실험I,1 : 1.75,1 : 7.67,1 : 1.00,1 : 2.00,1 : 0.10
물리학전공,PHY1101-05,일반물리실험I,1 : 0.38,1 : 0.67,1 : 1.00,1 : 1.00,신청없음
물리학전공,PHY1101-06,일반물리실험I,1 : 0.25,1 : 0.33,1 : 0.25,1 : 0.50,신청없음
물리학전공,PHY1101-09,일반물리실험I,1 : 0.50,1 : 0.67,1 : 0.67,1 : 2.00,신청없음
물리학전공,PHY1101-10,일반물리실험I,1 : 0.50,1 : 0.67,1 : 0.33,1 : 1.33,1 : 0.10
물리학전공,PHY1101-11,일반물리실험I,1 : 0.63,1 : 1.33,1 : 2.00,1 : 2.00,신청없음
물리학전공,PHY1101-12,일반물리실험I,1 : 0.38,1 : 0.67,1 : 0.33,1 : 1.00,신청없음
물리학전공,PHY1101-13,일반물리실험I,1 : 0.44,1 : 0.33,1 : 0.25,1 : 1.00,1 : 0.10
물리학전공,PHY1101-14,일반물리실험I,1 : 0.13,1 : 0.33,1 : 0.25,신청없음,신청없음
물리학전공,PHY1101-15,일반물리실험I,1 : 0.13,1 : 0.33,신청없음,신청없음,1 : 0.07
물리학전공,PHY1101-16,일반물리실험I,1 : 0.25,1 : 0.67,1 : 0.33,1 : 0.33,신청없음
물리학전공,PHY1101-17,일반물리실험I,1 : 0.06,신청없음,1 : 0.20,신청없음,신청없음
물리학전공,PHY1101-18,일반물리실험I,1 : 0.44,1 : 1.00,신청없음,1 : 1.00,1 : 0.10
물리학전공,PHY1101-19,일반물리실험I,1 : 0.13,1 : 0.33,신청없음,1 : 0.20,신청없음
물리학전공,PHY1101-21,일반물리실험I,1 : 0.19,1 : 0.67,신청없음,신청없음,1 : 0.07
물리학전공,PHY1101-23,일반물리실험I,1 : 0.13,1 : 0.67,신청없음,신청없음,신청없음
물리학전공,PHY1101-24,일반물리실험I,1 : 0.81,1 : 2.33,1 : 0.50,1 : 0.50,1 : 0.36
물리학전공,PHY1101-25,일반물리실험I,1 : 0.19,신청없음,1 : 0.20,1 : 0.40,신청없음
물리학전공,PHY1101-26,일반물리실험I,1 : 0.06,신청없음,1 : 0.20,신청없음,신청없음
물리학전공,PHY1101-27,일반물리실험I,1 : 0.31,1 : 1.67,신청없음,신청없음,신청없음
물리학전공,PHY1101-28,일반물리실험I,1 : 0.50,1 : 2.00,신청없음,신청없음,1 : 0.15
물리학전공,PHY1101-29,일반물리실험I,1 : 0.13,1 : 0.33,신청없음,1 : 0.20,신청없음
물리학전공,PHY1101-30,일반물리실험I,1 : 0.13,1 : 0.67,신청없음,신청없음,신청없음
물리학전공,PHY2001-01,역학I,1 : 0.40,1 : 0.70,1 : 0.14,1 : 0.07,쿼터없음
물리학전공,PHY2003-01,전자기학I,1 : 0.70,1 : 1.20,1 : 0.35,1 : 0.18,쿼터없음
물리학전공,PHY2005-01,수리물리학I,1 : 0.49,1 : 0.87,1 : 0.08,1 : 0.14,쿼터없음
물리학전공,PHY2101-01,실험물리학I,1 : 0.75,1 : 0.90,신청없음,신청없음,쿼터없음
물리학전공,PHY2101-02,실험물리학I,1 : 1.00,1 : 1.20,신청없음,신청없음,쿼터없음
물리학전공,PHY2101-03,실험물리학I,1 : 0.67,1 : 0.80,신청없음,신청없음,쿼터없음
물리학전공,PHY3001-01,양자물리학I,1 : 0.34,1 : 0.05,1 : 0.35,1 : 0.12,쿼터없음
물리학전공,PHY3003-01,열역학,1 : 0.27,1 : 0.05,1 : 0.27,1 : 0.09,쿼터없음
물리학전공,PHY3101-01,실험물리학III,1 : 1.19,1 : 0.50,1 : 1.08,1 : 2.00,쿼터없음
물리학전공,PHY3101-02,실험물리학III,1 : 0.44,1 : 1.50,1 : 0.33,신청없음,쿼터없음
물리학전공,PHY3101-03,실험물리학III,1 : 0.25,신청없음,1 : 0.29,신청없음,쿼터없음
물리학전공,PHY3501-01,물리캡스톤디자인I,1 : 0.08,신청없음,1 : 0.10,1 : 0.02,쿼터없음
물리학전공,PHY4001-01,고체물리학I,1 : 0.20,신청없음,1 : 0.05,1 : 0.18,쿼터없음
물리학전공,PHY4007-01,전산물리학I,1 : 0.21,신청없음,1 : 0.16,1 : 0.11,쿼터없음
물리학전공,PHY4010-01,일반상대성이론,1 : 0.11,신청없음,1 : 0.08,1 : 0.07,쿼터없음
물리학전공,PHY4201-01,특수연구,1 : 0.03,쿼터없음,신청없음,1 : 0.03,쿼터없음
물리학전공,PHYG001-01,고전물리I,1 : 0.07,쿼터없음,1 : 0.03,1 : 0.05,쿼터없음
정치외교학전공,POL2002-01,정치학개론,1 : 0.06,1 : 0.10,1 : 0.05,1 : 0.01,신청없음
정치외교학전공,POL2002-02,정치학개론,1 : 0.24,1 : 0.43,1 : 0.17,1 : 0.07,1 : 0.03
정치외교학전공,POL2002-03,정치학개론,1 : 0.18,1 : 0.43,1 : 0.11,1 : 0.03,1 : 0.01
정치외교학전공,POL2004-01,연구방법론,1 : 0.18,1 : 0.07,1 : 0.12,1 : 0.15,신청없음
정치외교학전공,POL2005-01,"정치,행정과법",1 : 0.53,1 : 0.73,1 : 0.58,1 : 0.39,1 : 0.02
정치외교학전공,POL3061-01,한국정치사,1 : 1.12,1 : 1.97,1 : 1.23,1 : 1.17,1 : 0.10
정치외교학전공,POL3062-01,한국의정치과정,1 : 0.10,1 : 0.10,1 : 0.12,1 : 0.03,신청없음
정치외교학전공,POL3068-01,한국의선거,1 : 0.32,1 : 0.63,1 : 0.29,1 : 0.08,1 : 0.02
정치외교학전공,POL3080-01,현대북한의정치,1 : 0.20,1 : 0.17,1 : 0.27,1 : 0.06,신청없음
정치외교학전공,POL3081-01,남북한관계의이해,1 : 0.32,1 : 0.43,1 : 0.36,1 : 0.13,신청없음
정치외교학전공,POL3098-01,의회정치론,1 : 0.19,1 : 0.27,1 : 0.12,1 : 0.11,1 : 0.01
정치외교학전공,POL3100-01,정치사상의이해,1 : 0.59,1 : 1.10,1 : 0.73,1 : 0.37,1 : 0.04
정치외교학전공,POL3108-01,근대정치사상,1 : 0.15,1 : 0.10,1 : 0.16,1 : 0.08,신청없음
정치외교학전공,POL3110-01,정치사상특강,1 : 0.08,1 : 0.10,1 : 0.09,1 : 0.02,신청없음
정치외교학전공,POL3117-01,민족주의론,1 : 0.06,1 : 0.07,1 : 0.03,1 : 0.03,신청없음
정치외교학전공,POL3130-01,국제정치론,1 : 0.24,1 : 0.20,1 : 0.12,1 : 0.14,신청없음
