과목코드+분반코드,개설전공,과목명,전체,2학년,3학년,4학년,1학년
AAT2002-01,아트&테크놀로지전공,Humanities & creativity,0.53 : 1,0.55 : 1,0.25 : 1,0.08 : 1,신청없음
AAT2002-02,아트&테크놀로지전공,Humanities & creativity,0.87 : 1,0.85 : 1,0.60 : 1,0.40 : 1,0.20 : 1
AAT2003-01,아트&테크놀로지전공,Intro to Digital Arts,1.03 : 1,0.80 : 1,1.00 : 1,2.00 : 1,1.00 : 1
AAT2003-02,아트&테크놀로지전공,Intro to Digital Arts,0.70 : 1,0.75 : 1,0.17 : 1,0.36 : 1,신청없음
AAT2004-01,아트&테크놀로지전공,Intro to Creative Computing,1.20 : 1,1.05 : 1,1.57 : 1,3.00 : 1,0.50 : 1
AAT2004-02,아트&테크놀로지전공,Intro to Creative Computing,0.33 : 1,0.35 : 1,0.10 : 1,0.05 : 1,신청없음
AAT2005-01,아트&테크놀로지전공,Creative Capstone Project I,0.35 : 1,쿼터없음,0.20 : 1,0.25 : 1,쿼터없음
AAT2006-01,아트&테크놀로지전공,Creative Capstone Project II,0.18 : 1,쿼터없음,0.10 : 1,0.13 : 1,쿼터없음
AAT4001-01,아트&테크놀로지전공,Computer Graphics,0.80 : 1,0.80 : 1,0.33 : 1,0.68 : 1,쿼터없음
AAT4002-01,아트&테크놀로지전공,Web Studio,0.80 : 1,1.20 : 1,0.60 : 1,0.56 : 1,쿼터없음
AAT4003-01,아트&테크놀로지전공,Live Performance Studio,0.87 : 1,1.60 : 1,0.93 : 1,0.36 : 1,쿼터없음
AAT4007-01,아트&테크놀로지전공,Storytelling Workshop,0.73 : 1,0.40 : 1,0.61 : 1,0.53 : 1,쿼터없음
AAT4011-01,아트&테크놀로지전공,Immersive Media Studio,0.80 : 1,0.60 : 1,0.47 : 1,0.68 : 1,쿼터없음
AAT4015-01,아트&테크놀로지전공,졸업창작프로젝트I,0.05 : 1,신청없음,신청없음,0.05 : 1,쿼터없음
AIC4010-01,인공지능연계전공,인공지능종합설계Ⅰ,0.35 : 1,쿼터없음,쿼터없음,0.30 : 1,쿼터없음
AIC4011-01,인공지능연계전공,인공지능종합설계Ⅱ,0.05 : 1,쿼터없음,쿼터없음,0.05 : 1,쿼터없음
AMC2020-01,미국문화전공,문화와글쓰기,1.00 : 1,1.71 : 1,1.33 : 1,1.33 : 1,신청없음
AMC2031-02,미국문화전공,미국학입문,0.07 : 1,0.10 : 1,신청없음,0.05 : 1,신청없음
AMC2033-01,미국문화전공,미국문화사,0.44 : 1,1.07 : 1,0.27 : 1,0.10 : 1,신청없음
AMC3014-01,미국문화전공,번역연습,0.80 : 1,0.80 : 1,0.09 : 1,0.73 : 1,쿼터없음
AMC3014-02,미국문화전공,번역연습,0.85 : 1,1.00 : 1,0.50 : 1,0.73 : 1,쿼터없음
AMC3077-01,미국문화전공,미국서부,0.43 : 1,0.53 : 1,0.23 : 1,0.15 : 1,쿼터없음
AMC3082-01,미국문화전공,미국흑인문화,0.23 : 1,0.07 : 1,0.10 : 1,0.14 : 1,쿼터없음
AMC3096-01,미국문화전공,계층과미국문화,0.20 : 1,0.07 : 1,0.14 : 1,0.09 : 1,쿼터없음
AMC4100-01,미국문화전공,모더니즘과사회변화,0.50 : 1,0.40 : 1,0.24 : 1,0.35 : 1,쿼터없음
AMC4120-01,미국문화전공,문화와정치,0.43 : 1,0.40 : 1,0.24 : 1,0.26 : 1,쿼터없음
BDS3010-01,빅데이터사이언스연계전공,빅데이터컴퓨팅,0.70 : 1,쿼터없음,0.58 : 1,0.61 : 1,쿼터없음
BIO1101-01,생명과학전공,일반생물학I,0.59 : 1,1.93 : 1,0.40 : 1,0.45 : 1,0.07 : 1
BIO1101-02,생명과학전공,일반생물학I,0.36 : 1,0.80 : 1,0.31 : 1,0.21 : 1,0.12 : 1
BIO1101-03,생명과학전공,일반생물학I,0.09 : 1,0.20 : 1,0.05 : 1,0.08 : 1,신청없음
BIO1101-05,생명과학전공,일반생물학I,0.21 : 1,0.67 : 1,0.13 : 1,신청없음,0.05 : 1
BIO1105-01,생명과학전공,일반생물학실험I,0.20 : 1,0.33 : 1,신청없음,쿼터없음,0.10 : 1
BIO1105-02,생명과학전공,일반생물학실험I,0.20 : 1,0.33 : 1,0.50 : 1,쿼터없음,신청없음
BIO1105-03,생명과학전공,일반생물학실험I,0.07 : 1,신청없음,신청없음,쿼터없음,0.10 : 1
BIO1105-05,생명과학전공,일반생물학실험I,0.07 : 1,신청없음,신청없음,쿼터없음,0.10 : 1
BIO1105-06,생명과학전공,일반생물학실험I,0.20 : 1,0.33 : 1,0.25 : 1,쿼터없음,신청없음
BIO1105-09,생명과학전공,일반생물학실험I,0.13 : 1,0.67 : 1,신청없음,쿼터없음,신청없음
BIO2121-01,생명과학전공,현대생물학실험I,1.33 : 1,2.00 : 1,0.33 : 1,신청없음,0.25 : 1
BIO2121-02,생명과학전공,현대생물학실험I,0.33 : 1,0.43 : 1,신청없음,0.13 : 1,신청없음
BIO2121-03,생명과학전공,현대생물학실험I,1.42 : 1,1.71 : 1,1.00 : 1,1.00 : 1,1.00 : 1
BIO2121-04,생명과학전공,현대생물학실험I,0.83 : 1,0.86 : 1,0.50 : 1,0.33 : 1,0.33 : 1
BIO2131-01,생명과학전공,생화학I,0.38 : 1,0.40 : 1,0.22 : 1,0.04 : 1,0.03 : 1
BIO2141-01,생명과학전공,세포학,0.30 : 1,0.34 : 1,0.13 : 1,0.06 : 1,0.02 : 1
BIO2311-01,생명과학전공,생명유기화학,0.66 : 1,0.52 : 1,0.49 : 1,0.40 : 1,0.06 : 1
BIO2601-01,생명과학전공,유전자클로닝개론,0.47 : 1,0.23 : 1,0.44 : 1,0.20 : 1,신청없음
BIO3123-01,생명과학전공,현대생물학실험III,1.67 : 1,1.00 : 1,2.00 : 1,1.33 : 1,쿼터없음
BIO3123-02,생명과학전공,현대생물학실험III,0.08 : 1,신청없음,0.11 : 1,신청없음,쿼터없음
BIO3123-03,생명과학전공,현대생물학실험III,1.25 : 1,0.50 : 1,1.25 : 1,1.33 : 1,쿼터없음
BIO3123-04,생명과학전공,현대생물학실험III,0.50 : 1,신청없음,0.67 : 1,신청없음,쿼터없음
BIO3212-01,생명과학전공,생명공학개론,0.42 : 1,0.13 : 1,0.35 : 1,0.21 : 1,0.02 : 1
BIO3311-01,생명과학전공,발생학,0.04 : 1,신청없음,신청없음,0.04 : 1,신청없음
BIO3511-01,생명과학전공,식물분자생리학,0.06 : 1,신청없음,0.07 : 1,0.01 : 1,신청없음
BIO3712-01,생명과학전공,미생물생리학,0.14 : 1,신청없음,0.09 : 1,0.09 : 1,신청없음
BIO4203-01,생명과학전공,생명과학특허와기술이전,0.01 : 1,신청없음,0.03 : 1,신청없음,신청없음
BIO4231-01,생명과학전공,생물리학,0.09 : 1,0.05 : 1,신청없음,0.08 : 1,쿼터없음
BIO4252-01,생명과학전공,암생물학,0.09 : 1,신청없음,0.02 : 1,0.09 : 1,신청없음
BIO4321-01,생명과학전공,인체생리학,0.15 : 1,신청없음,0.07 : 1,0.13 : 1,신청없음
BIO4521-01,생명과학전공,식물발달생물학,0.11 : 1,0.07 : 1,0.09 : 1,0.07 : 1,신청없음
BIO4921-01,생명과학전공,특수연구,0.05 : 1,쿼터없음,쿼터없음,0.05 : 1,쿼터없음
BIO4931-01,생명과학전공,응용바이오기술실험,0.15 : 1,쿼터없음,쿼터없음,0.15 : 1,쿼터없음
BNT3001-01,바이오융합기술 연계전공,바이오융합기술프로젝트I,0.20 : 1,쿼터없음,0.10 : 1,0.16 : 1,쿼터없음
BNT3006-01,바이오융합기술 연계전공,의공학개론I,0.15 : 1,쿼터없음,0.15 : 1,0.08 : 1,쿼터없음
BNTG005-01,바이오융합기술 연계전공,바이오측정.기기,0.07 : 1,신청없음,0.05 : 1,0.03 : 1,쿼터없음
BNTG008-01,바이오융합기술 연계전공,바이오융합산업기술,0.20 : 1,쿼터없음,신청없음,0.20 : 1,쿼터없음
BNTG031-01,바이오융합기술 연계전공,지식재산권과특허,0.48 : 1,0.20 : 1,0.47 : 1,0.30 : 1,쿼터없음
CBE2003-01,화공생명공학전공,화공생명공학양론,0.90 : 1,0.76 : 1,0.50 : 1,0.41 : 1,쿼터없음
CBE2004-01,화공생명공학전공,물리화학,0.49 : 1,0.60 : 1,0.03 : 1,신청없음,쿼터없음
CBE2004-02,화공생명공학전공,물리화학,0.24 : 1,0.20 : 1,0.11 : 1,신청없음,쿼터없음
CBE2005-01,화공생명공학전공,응용유기화학,0.81 : 1,0.76 : 1,0.52 : 1,0.19 : 1,쿼터없음
CBE2005-02,화공생명공학전공,응용유기화학,0.36 : 1,0.40 : 1,0.07 : 1,신청없음,쿼터없음
CBE2008-01,화공생명공학전공,화공생명공학기초실험I,0.90 : 1,1.20 : 1,신청없음,쿼터없음,쿼터없음
CBE2008-02,화공생명공학전공,화공생명공학기초실험I,1.00 : 1,1.07 : 1,0.60 : 1,쿼터없음,쿼터없음
CBE2008-03,화공생명공학전공,화공생명공학기초실험I,0.15 : 1,0.20 : 1,신청없음,쿼터없음,쿼터없음
CBE2008-04,화공생명공학전공,화공생명공학기초실험I,0.40 : 1,0.53 : 1,신청없음,쿼터없음,쿼터없음
CBE2008-05,화공생명공학전공,화공생명공학기초실험I,1.50 : 1,1.80 : 1,0.60 : 1,쿼터없음,쿼터없음
CBE2011-01,화공생명공학전공,화공수학I,0.67 : 1,0.62 : 1,0.35 : 1,0.04 : 1,쿼터없음
CBE2011-02,화공생명공학전공,화공수학I,0.54 : 1,0.53 : 1,0.22 : 1,0.03 : 1,쿼터없음
CBE3002-01,화공생명공학전공,공정열역학,0.77 : 1,쿼터없음,0.60 : 1,0.53 : 1,쿼터없음
CBE3003-01,화공생명공학전공,반응공학,0.56 : 1,쿼터없음,0.53 : 1,0.16 : 1,쿼터없음
CBE3003-02,화공생명공학전공,반응공학,0.40 : 1,쿼터없음,0.43 : 1,0.05 : 1,쿼터없음
CBE3004-01,화공생명공학전공,화공유체역학,0.04 : 1,쿼터없음,0.05 : 1,신청없음,쿼터없음
CBE3004-02,화공생명공학전공,화공유체역학,1.10 : 1,쿼터없음,1.12 : 1,0.90 : 1,쿼터없음
CBE3007-01,화공생명공학전공,고분자공학,0.10 : 1,쿼터없음,0.10 : 1,신청없음,쿼터없음
CBE3007-02,화공생명공학전공,고분자공학,0.61 : 1,쿼터없음,0.63 : 1,0.16 : 1,쿼터없음
CBE3013-01,화공생명공학전공,응용분자생물학,0.29 : 1,쿼터없음,0.27 : 1,0.06 : 1,쿼터없음
CBE3015-01,화공생명공학전공,화공생명공학요소실험I,0.75 : 1,쿼터없음,0.93 : 1,0.17 : 1,쿼터없음
CBE3015-02,화공생명공학전공,화공생명공학요소실험I,0.55 : 1,쿼터없음,0.73 : 1,신청없음,쿼터없음
CBE3015-03,화공생명공학전공,화공생명공학요소실험I,0.80 : 1,쿼터없음,0.87 : 1,0.29 : 1,쿼터없음
CBE3015-04,화공생명공학전공,화공생명공학요소실험I,0.70 : 1,쿼터없음,0.93 : 1,신청없음,쿼터없음
CBE3015-05,화공생명공학전공,화공생명공학요소실험I,0.70 : 1,쿼터없음,0.80 : 1,0.13 : 1,쿼터없음
CBE3302-01,화공생명공학전공,연구프로젝트Ⅱ,0.65 : 1,쿼터없음,0.60 : 1,0.50 : 1,쿼터없음
CBE3302-02,화공생명공학전공,연구프로젝트Ⅱ,0.15 : 1,쿼터없음,0.10 : 1,0.11 : 1,쿼터없음
CBE3302-03,화공생명공학전공,연구프로젝트Ⅱ,0.25 : 1,쿼터없음,0.40 : 1,0.06 : 1,쿼터없음
CBE3302-04,화공생명공학전공,연구프로젝트Ⅱ,0.75 : 1,쿼터없음,0.30 : 1,0.71 : 1,쿼터없음
CBE3302-05,화공생명공학전공,연구프로젝트Ⅱ,0.30 : 1,쿼터없음,신청없음,0.30 : 1,쿼터없음
CBE4001-01,화공생명공학전공,화공생명공학심화종합설계,0.20 : 1,쿼터없음,신청없음,0.20 : 1,쿼터없음
CBE4003-01,화공생명공학전공,이동현상,0.27 : 1,쿼터없음,0.30 : 1,0.24 : 1,쿼터없음
CBE4004-01,화공생명공학전공,분리정제공정,0.39 : 1,쿼터없음,0.30 : 1,0.36 : 1,쿼터없음
CBE4008-01,화공생명공학전공,반도체공정,1.09 : 1,쿼터없음,1.03 : 1,1.14 : 1,쿼터없음
CBE4013-01,화공생명공학전공,생물화학공학,0.41 : 1,쿼터없음,0.20 : 1,0.40 : 1,쿼터없음
CBE4013-02,화공생명공학전공,생물화학공학,0.31 : 1,쿼터없음,0.20 : 1,0.29 : 1,쿼터없음
CBE4017-01,화공생명공학전공,화공생명공학심화종합설계Ⅰ,0.70 : 1,쿼터없음,0.40 : 1,0.67 : 1,쿼터없음
CBE4017-02,화공생명공학전공,화공생명공학심화종합설계Ⅰ,0.95 : 1,쿼터없음,0.20 : 1,0.95 : 1,쿼터없음
CBE4017-03,화공생명공학전공,화공생명공학심화종합설계Ⅰ,1.05 : 1,쿼터없음,0.40 : 1,1.06 : 1,쿼터없음
CBE4022-01,화공생명공학전공,인공지능:딥러닝,0.16 : 1,쿼터없음,0.30 : 1,0.12 : 1,쿼터없음
CBEG005-01,화공생명공학전공,화공산업과기술경영-기업가정신,0.80 : 1,쿼터없음,1.80 : 1,0.75 : 1,쿼터없음
CBEG007-01,화공생명공학전공,고급화공수학,0.23 : 1,쿼터없음,0.13 : 1,0.18 : 1,쿼터없음
CBEG008-01,화공생명공학전공,고급분리막기술,0.10 : 1,쿼터없음,0.07 : 1,0.07 : 1,쿼터없음
CBEG009-01,화공생명공학전공,발효공학,0.10 : 1,쿼터없음,신청없음,0.10 : 1,쿼터없음
CHI2004-01,중국문화전공,중국문화의이해,0.60 : 1,0.10 : 1,0.32 : 1,0.61 : 1,신청없음
CHI2006-01,중국문화전공,"오늘의중국,중국인",0.53 : 1,0.40 : 1,0.38 : 1,0.33 : 1,0.07 : 1
CHI3001-01,중국문화전공,중국어회화1,0.33 : 1,0.20 : 1,0.17 : 1,0.25 : 1,신청없음
CHI3008-01,중국문화전공,중국어작문2,0.65 : 1,0.80 : 1,0.75 : 1,0.69 : 1,신청없음
CHI3009-01,중국문화전공,빅데이터로본중국사회,1.97 : 1,2.20 : 1,1.90 : 1,3.60 : 1,신청없음
CHI3011-01,중국문화전공,중국고전시의세계,0.50 : 1,0.40 : 1,0.38 : 1,0.27 : 1,0.06 : 1
CHI3014-01,중국문화전공,중국고전명문산책,1.00 : 1,0.40 : 1,0.56 : 1,1.42 : 1,신청없음
CHI3017-01,중국문화전공,중국어문법의이해,0.93 : 1,0.80 : 1,0.83 : 1,1.29 : 1,0.20 : 1
CHI3018-01,중국문화전공,중국언어의이해,1.23 : 1,2.10 : 1,1.40 : 1,1.20 : 1,0.20 : 1
CHI3020-01,중국문화전공,한자로읽는중국문화코드,0.57 : 1,1.00 : 1,0.20 : 1,0.31 : 1,0.07 : 1
CHI3024-01,중국문화전공,중화권세계의이해,0.77 : 1,0.10 : 1,0.32 : 1,0.89 : 1,신청없음
CHI3027-01,중국문화전공,젠더와중국사회,0.67 : 1,신청없음,0.55 : 1,0.64 : 1,신청없음
CHI4008-01,중국문화전공,무역중국어,0.70 : 1,0.60 : 1,0.79 : 1,0.85 : 1,신청없음
CHIG003-01,중국문화전공,문화연구서설,0.28 : 1,0.20 : 1,0.11 : 1,0.28 : 1,신청없음
CHM1001-02,화학전공,일반화학I,0.28 : 1,1.75 : 1,1.00 : 1,0.80 : 1,0.07 : 1
CHM1001-04,화학전공,일반화학I,0.31 : 1,3.00 : 1,0.25 : 1,0.63 : 1,0.05 : 1
CHM1001-05,화학전공,일반화학I,0.04 : 1,0.25 : 1,신청없음,0.17 : 1,신청없음
CHM1001-06,화학전공,일반화학I,0.07 : 1,0.75 : 1,신청없음,0.10 : 1,0.02 : 1
CHM1001-07,화학전공,일반화학I,0.12 : 1,0.75 : 1,0.60 : 1,신청없음,0.03 : 1
CHM1001-08,화학전공,일반화학I,0.41 : 1,4.25 : 1,1.50 : 1,0.40 : 1,0.05 : 1
CHM1051-01,화학전공,일반화학실험I,0.19 : 1,쿼터없음,쿼터없음,0.33 : 1,0.07 : 1
CHM1051-02,화학전공,일반화학실험I,0.22 : 1,쿼터없음,쿼터없음,0.33 : 1,0.18 : 1
CHM1051-05,화학전공,일반화학실험I,0.25 : 1,쿼터없음,쿼터없음,신청없음,0.13 : 1
CHM1051-07,화학전공,일반화학실험I,0.06 : 1,쿼터없음,쿼터없음,0.33 : 1,신청없음
CHM1051-09,화학전공,일반화학실험I,0.06 : 1,쿼터없음,쿼터없음,0.33 : 1,신청없음
CHM1051-10,화학전공,일반화학실험I,0.06 : 1,쿼터없음,쿼터없음,신청없음,0.06 : 1
CHM1051-11,화학전공,일반화학실험I,0.06 : 1,쿼터없음,쿼터없음,신청없음,0.06 : 1
CHM1051-12,화학전공,일반화학실험I,0.06 : 1,쿼터없음,쿼터없음,0.33 : 1,신청없음
CHM1051-16,화학전공,일반화학실험I,0.06 : 1,쿼터없음,쿼터없음,0.33 : 1,신청없음
CHM1051-18,화학전공,일반화학실험I,0.06 : 1,쿼터없음,쿼터없음,신청없음,0.06 : 1
CHM2101-01,화학전공,분석화학,0.42 : 1,0.47 : 1,0.17 : 1,0.11 : 1,0.03 : 1
CHM2151-01,화학전공,분석화학실험,0.56 : 1,0.33 : 1,0.40 : 1,0.13 : 1,쿼터없음
CHM2151-02,화학전공,분석화학실험,0.56 : 1,0.50 : 1,0.13 : 1,0.11 : 1,쿼터없음
CHM2151-03,화학전공,분석화학실험,1.25 : 1,1.50 : 1,0.50 : 1,0.33 : 1,쿼터없음
CHM2151-04,화학전공,분석화학실험,0.25 : 1,0.08 : 1,0.08 : 1,0.14 : 1,쿼터없음
CHM2202-01,화학전공,물리화학II,0.41 : 1,0.07 : 1,0.34 : 1,0.23 : 1,0.01 : 1
CHM2231-01,화학전공,물리화학특론,0.10 : 1,0.03 : 1,0.03 : 1,0.11 : 1,신청없음
CHM2251-01,화학전공,물리화학실험I,1.63 : 1,0.08 : 1,1.69 : 1,1.50 : 1,쿼터없음
CHM2251-02,화학전공,물리화학실험I,0.69 : 1,0.17 : 1,0.33 : 1,0.50 : 1,쿼터없음
CHM2251-03,화학전공,물리화학실험I,0.19 : 1,신청없음,0.21 : 1,신청없음,쿼터없음
CHM2301-01,화학전공,유기화학I,0.38 : 1,0.24 : 1,0.25 : 1,0.07 : 1,0.06 : 1
CHM2301-02,화학전공,유기화학I,0.28 : 1,0.30 : 1,0.13 : 1,0.02 : 1,신청없음
CHM2303-01,화학전공,유기화학III,0.19 : 1,신청없음,0.20 : 1,0.11 : 1,신청없음
CHM2331-01,화학전공,유기화학특론I,0.13 : 1,신청없음,0.17 : 1,0.04 : 1,신청없음
CHM2352-01,화학전공,유기화학실험II,0.23 : 1,신청없음,0.10 : 1,0.23 : 1,신청없음
CHM2401-01,화학전공,무기화학I,0.15 : 1,0.05 : 1,0.20 : 1,0.03 : 1,신청없음
CHM2602-01,화학전공,생화학II,0.21 : 1,0.10 : 1,0.05 : 1,0.19 : 1,신청없음
CHM2651-01,화학전공,생화학실험,1.13 : 1,쿼터없음,1.25 : 1,1.08 : 1,쿼터없음
CHM2651-02,화학전공,생화학실험,0.75 : 1,쿼터없음,0.25 : 1,0.73 : 1,쿼터없음
CHM2651-03,화학전공,생화학실험,1.06 : 1,쿼터없음,3.25 : 1,0.33 : 1,쿼터없음
CHM4053-01,화학전공,화학인공지능기초,1.05 : 1,0.10 : 1,0.64 : 1,1.10 : 1,쿼터없음
CHM4203-01,화학전공,화학특허와기술이전,0.15 : 1,신청없음,0.20 : 1,0.08 : 1,신청없음
CHMG101-01,화학전공,고급분석화학,0.07 : 1,신청없음,0.03 : 1,0.06 : 1,신청없음
CHMG301-01,화학전공,고급유기화학I,0.04 : 1,신청없음,신청없음,0.04 : 1,신청없음
CHMG401-01,화학전공,고급무기화학,0.09 : 1,신청없음,0.02 : 1,0.09 : 1,신청없음
CHS2002-01,교양학부,현대한국의형성,0.08 : 1,0.10 : 1,0.03 : 1,0.06 : 1,신청없음
CHS2002-02,교양학부,현대한국의형성,0.18 : 1,0.07 : 1,0.15 : 1,0.12 : 1,0.04 : 1
CHS2002-03,교양학부,현대한국의형성,0.51 : 1,0.40 : 1,0.61 : 1,1.00 : 1,0.03 : 1
CHS2002-04,교양학부,현대한국의형성,0.06 : 1,0.10 : 1,0.06 : 1,신청없음,신청없음
CHS2002-05,교양학부,현대한국의형성,0.41 : 1,0.47 : 1,0.52 : 1,0.20 : 1,0.10 : 1
CHS2003-01,교양학부,현대동아시아의형성,0.74 : 1,0.90 : 1,1.88 : 1,2.40 : 1,0.13 : 1
CHS2003-02,교양학부,현대동아시아의형성,0.24 : 1,0.27 : 1,0.33 : 1,0.09 : 1,신청없음
CHS2003-03,교양학부,현대동아시아의형성,0.05 : 1,0.07 : 1,0.06 : 1,신청없음,신청없음
CHS2004-01,교양학부,현대서양의형성,0.25 : 1,0.20 : 1,0.24 : 1,0.15 : 1,0.05 : 1
CHS2004-02,교양학부,현대서양의형성,0.14 : 1,0.10 : 1,0.09 : 1,0.06 : 1,0.04 : 1
CHS2004-03,교양학부,현대서양의형성,0.59 : 1,0.70 : 1,0.93 : 1,1.83 : 1,0.05 : 1
CHS2006-01,교양학부,역사란무엇인가,0.17 : 1,0.20 : 1,0.13 : 1,0.08 : 1,0.01 : 1
CHU4002-01,교양학부,인물로본한국사,0.15 : 1,0.07 : 1,0.09 : 1,0.20 : 1,신청없음
CHU4011-01,교양학부,영화로본역사,0.73 : 1,0.37 : 1,0.88 : 1,3.25 : 1,신청없음
CHU4018-01,교양학부,이주의역사,0.19 : 1,0.07 : 1,0.03 : 1,0.32 : 1,신청없음
CHU4019-01,교양학부,인물로본일본사,0.25 : 1,0.03 : 1,0.24 : 1,0.35 : 1,신청없음
COR1003-01,교양학부,영어글로벌의사소통I,0.15 : 1,3.00 : 1,신청없음,0.33 : 1,신청없음
COR1003-02,교양학부,영어글로벌의사소통I,0.23 : 1,5.00 : 1,신청없음,0.33 : 1,신청없음
COR1003-03,교양학부,영어글로벌의사소통I,0.31 : 1,4.00 : 1,2.00 : 1,신청없음,0.08 : 1
COR1003-04,교양학부,영어글로벌의사소통I,0.19 : 1,2.00 : 1,1.00 : 1,신청없음,0.08 : 1
COR1003-05,교양학부,영어글로벌의사소통I,0.42 : 1,2.00 : 1,신청없음,1.67 : 1,0.18 : 1
COR1003-06,교양학부,영어글로벌의사소통I,0.46 : 1,7.00 : 1,3.00 : 1,신청없음,0.08 : 1
COR1003-08,교양학부,영어글로벌의사소통I,0.27 : 1,5.00 : 1,1.00 : 1,신청없음,0.04 : 1
COR1003-10,교양학부,영어글로벌의사소통I,0.08 : 1,신청없음,신청없음,0.25 : 1,0.04 : 1
COR1003-11,교양학부,영어글로벌의사소통I,0.23 : 1,2.00 : 1,4.00 : 1,신청없음,신청없음
COR1003-13,교양학부,영어글로벌의사소통I,0.04 : 1,신청없음,신청없음,신청없음,0.04 : 1
COR1003-14,교양학부,영어글로벌의사소통I,0.04 : 1,신청없음,신청없음,신청없음,0.04 : 1
COR1003-15,교양학부,영어글로벌의사소통I,0.12 : 1,2.00 : 1,1.00 : 1,신청없음,신청없음
COR1003-16,교양학부,영어글로벌의사소통I,0.08 : 1,1.00 : 1,신청없음,신청없음,0.04 : 1
COR1003-17,교양학부,영어글로벌의사소통I,0.12 : 1,1.00 : 1,신청없음,0.67 : 1,신청없음
COR1003-18,교양학부,영어글로벌의사소통I,0.04 : 1,1.00 : 1,신청없음,신청없음,신청없음
COR1003-19,교양학부,영어글로벌의사소통I,0.08 : 1,2.00 : 1,신청없음,신청없음,신청없음
COR1003-20,교양학부,영어글로벌의사소통I,0.04 : 1,1.00 : 1,신청없음,신청없음,신청없음
COR1003-21,교양학부,영어글로벌의사소통I,0.23 : 1,1.00 : 1,2.00 : 1,0.50 : 1,0.09 : 1
COR1003-22,교양학부,영어글로벌의사소통I,0.08 : 1,2.00 : 1,신청없음,신청없음,신청없음
COR1003-23,교양학부,영어글로벌의사소통I,0.08 : 1,신청없음,0.50 : 1,신청없음,0.04 : 1
COR1003-24,교양학부,영어글로벌의사소통I,0.12 : 1,2.00 : 1,1.00 : 1,신청없음,신청없음
COR1003-25,교양학부,영어글로벌의사소통I,0.08 : 1,1.00 : 1,신청없음,신청없음,0.04 : 1
COR1003-26,교양학부,영어글로벌의사소통I,0.12 : 1,1.00 : 1,신청없음,신청없음,0.08 : 1
COR1003-27,교양학부,영어글로벌의사소통I,0.15 : 1,2.00 : 1,1.00 : 1,0.50 : 1,신청없음
COR1003-28,교양학부,영어글로벌의사소통I,0.23 : 1,2.00 : 1,2.00 : 1,신청없음,0.08 : 1
COR1003-29,교양학부,영어글로벌의사소통I,0.19 : 1,2.00 : 1,신청없음,신청없음,0.12 : 1
COR1003-30,교양학부,영어글로벌의사소통I,0.12 : 1,1.00 : 1,신청없음,0.67 : 1,신청없음
COR1003-31,교양학부,영어글로벌의사소통I,0.23 : 1,1.00 : 1,신청없음,1.67 : 1,신청없음
COR1003-32,교양학부,영어글로벌의사소통I,0.15 : 1,3.00 : 1,신청없음,0.33 : 1,신청없음
COR1003-33,교양학부,영어글로벌의사소통I,0.31 : 1,6.00 : 1,2.00 : 1,신청없음,신청없음
COR1003-34,교양학부,영어글로벌의사소통I,0.50 : 1,7.00 : 1,2.00 : 1,1.00 : 1,0.09 : 1
COR1003-35,교양학부,영어글로벌의사소통I,0.54 : 1,8.00 : 1,2.00 : 1,신청없음,0.17 : 1
COR1003-36,교양학부,영어글로벌의사소통I,0.92 : 1,10.00 : 1,7.00 : 1,1.00 : 1,0.23 : 1
COR1005-01,교양학부,영어글로벌의사소통I(고급),0.12 : 1,1.00 : 1,1.00 : 1,0.50 : 1,신청없음
COR1005-02,교양학부,영어글로벌의사소통I(고급),0.27 : 1,4.00 : 1,신청없음,0.67 : 1,0.04 : 1
COR1007-01,교양학부,성찰과성장1,0.40 : 1,0.93 : 1,1.18 : 1,0.20 : 1,0.04 : 1
COR1007-02,교양학부,성찰과성장1,0.09 : 1,0.40 : 1,0.05 : 1,신청없음,신청없음
COR1007-03,교양학부,성찰과성장1,0.03 : 1,0.07 : 1,신청없음,0.03 : 1,신청없음
COR1007-04,교양학부,성찰과성장1,0.02 : 1,0.03 : 1,0.02 : 1,신청없음,신청없음
COR1007-05,교양학부,성찰과성장1,0.20 : 1,0.67 : 1,0.13 : 1,0.06 : 1,0.03 : 1
COR1007-06,교양학부,성찰과성장1,0.01 : 1,신청없음,신청없음,신청없음,0.01 : 1
COR1007-07,교양학부,성찰과성장1,0.01 : 1,신청없음,신청없음,0.03 : 1,신청없음
COR1007-09,교양학부,성찰과성장1,0.05 : 1,0.06 : 1,0.05 : 1,신청없음,0.02 : 1
COR1007-13,교양학부,성찰과성장1,0.02 : 1,0.06 : 1,신청없음,신청없음,신청없음
COR1007-17,교양학부,성찰과성장1,0.02 : 1,0.06 : 1,신청없음,신청없음,신청없음
COR1007-18,교양학부,성찰과성장1,0.02 : 1,신청없음,신청없음,신청없음,0.02 : 1
COR1007-19,교양학부,성찰과성장1,0.03 : 1,0.06 : 1,0.05 : 1,신청없음,신청없음
COR1007-20,교양학부,성찰과성장1,0.02 : 1,0.06 : 1,신청없음,신청없음,신청없음
COR1007-21,교양학부,성찰과성장1,0.02 : 1,신청없음,0.05 : 1,신청없음,신청없음
COR1007-22,교양학부,성찰과성장1,0.01 : 1,0.07 : 1,신청없음,신청없음,신청없음
COR1007-23,교양학부,성찰과성장1,0.01 : 1,신청없음,0.04 : 1,신청없음,신청없음
