과목코드-분반,과목명,2016_1_1학년,2016_1_2학년,2016_1_3학년,2016_1_4학년,2016_2_1학년,2016_2_2학년,2016_2_3학년,2016_2_4학년,2017_1_1학년,2017_1_2학년,2017_1_3학년,2017_1_4학년,2017_2_1학년,2017_2_2학년,2017_2_3학년,2017_2_4학년,2018_1_1학년,2018_1_2학년,2018_1_3학년,2018_1_4학년,2018_2_1학년,2018_2_2학년,2018_2_3학년,2018_2_4학년,2019_1_1학년,2019_1_2학년,2019_1_3학년,2019_1_4학년,2019_2_1학년,2019_2_2학년,2019_2_3학년,2019_2_4학년,2020_1_1학년,2020_1_2학년,2020_1_3학년,2020_1_4학년,2020_2_1학년,2020_2_2학년,2020_2_3학년,2020_2_4학년,2021_1_1학년,2021_1_2학년,2021_1_3학년,2021_1_4학년
AMC3098-01,미국문화특강I,쿼터없음,1 : 0.30,1 : 0.23,1 : 0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMC4105-01,포스트모더니즘과탈식민주의,쿼터없음,1 : 0.20,1 : 0.11,1 : 0.23,,,,,,,,,,,,,,,,,,,,,,,,,쿼터없음,1 : 0.30,1 : 0.27,1 : 0.13,,,,,,,,,,,,
AMC4120-01,문화와정치,쿼터없음,1 : 0.30,1 : 0.06,1 : 0.03,,,,,,,,,,,,,,,,,쿼터없음,1 : 0.30,1 : 0.27,1 : 0.32,,,,,,,,,쿼터없음,0.40 : 1,0.24 : 1,0.26 : 1,,,,,,,,
AMC4140-01,미국영화세미나,쿼터없음,1 : 0.30,1 : 0.35,1 : 0.35,,,,,,,,,,,,,쿼터없음,1 : 0.60,1 : 0.53,1 : 0.42,,,,,,,,,쿼터없음,신청없음,1 : 0.08,1 : 0.08,,,,,,,,,,,,
ANT2001-01,Modern&Contemporary Art(Capstone design),쿼터없음,1 : 0.80,1 : 0.91,1 : 1.17,,,,,쿼터없음,1 : 0.53,1 : 0.27,1 : 0.52,,,,,쿼터없음,1 : 0.67,1 : 0.35,1 : 0.22,,,,,,,,,,,,,,,,,,,,,,,,
ANT2003-01,Humanities & creativity,신청없음,1 : 1.50,쿼터없음,쿼터없음,,,,,신청없음,1 : 0.50,1 : 1.60,1 : 1.67,,,,,신청없음,신청없음,1 : 0.86,1 : 2.75,,,,,,,,,,,,,,,,,,,,,,,,
ANT2004-01,Drawing,1 : 0.03,1 : 1.80,쿼터없음,쿼터없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT2005-01,Computer Graphics,쿼터없음,1 : 0.10,1 : 0.32,1 : 0.10,,,,,쿼터없음,1 : 0.07,1 : 0.24,1 : 0.48,,,,,쿼터없음,1 : 0.07,1 : 0.28,1 : 0.42,,,,,,,,,,,,,,,,,,,,,,,,
ANT2006-01,Intro to Art & Technology,신청없음,1 : 0.40,쿼터없음,쿼터없음,,,,,1 : 0.03,1 : 2.25,1 : 3.33,1 : 1.33,,,,,신청없음,1 : 1.50,1 : 3.33,1 : 2.33,,,,,,,,,,,,,,,,,,,,,,,,
ANT2009-01,Digital Fabrication(Capstone design),쿼터없음,1 : 0.43,1 : 0.05,1 : 0.04,,,,,쿼터없음,1 : 0.73,1 : 0.63,1 : 0.25,,,,,쿼터없음,1 : 0.80,1 : 0.33,1 : 0.24,,,,,,,,,,,,,,,,,,,,,,,,
ANT2010-01,Intro to Creative Computing,신청없음,1 : 0.10,쿼터없음,쿼터없음,,,,,,,,,1 : 0.83,1 : 0.50,1 : 1.14,1 : 1.67,,,,,1 : 0.70,1 : 0.58,1 : 1.00,1 : 3.00,,,,,,,,,,,,,,,,,,,,
ANT3003-01,Web Studio,쿼터없음,1 : 0.80,1 : 0.53,1 : 0.67,,,,,쿼터없음,1 : 0.53,1 : 0.32,1 : 0.45,,,,,쿼터없음,1 : 0.20,1 : 0.19,1 : 0.48,,,,,,,,,,,,,,,,,,,,,,,,
ANT3010-01,3D Animation Studio I,쿼터없음,1 : 0.27,1 : 0.08,1 : 0.07,,,,,,,,,쿼터없음,1 : 0.20,1 : 0.07,1 : 0.03,,,,,쿼터없음,1 : 0.40,1 : 0.21,1 : 0.29,,,,,,,,,,,,,,,,,,,,
ANT3017-01,Sound Design,쿼터없음,1 : 0.40,1 : 0.10,신청없음,,,,,,,,,쿼터없음,1 : 0.67,1 : 0.15,1 : 0.18,,,,,쿼터없음,1 : 0.20,신청없음,1 : 0.09,,,,,,,,,,,,,,,,,,,,
ANT4004-01,Storytelling Workshop,쿼터없음,1 : 0.48,1 : 0.50,1 : 0.50,,,,,쿼터없음,1 : 0.40,1 : 0.41,1 : 0.60,,,,,쿼터없음,1 : 0.40,1 : 0.21,1 : 0.42,,,,,,,,,,,,,,,,,,,,,,,,
ANT4006-01,졸업창작프로젝트II,쿼터없음,신청없음,1 : 0.02,신청없음,쿼터없음,신청없음,1 : 0.05,신청없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANT4008-01,Physical Computing Studio,쿼터없음,신청없음,1 : 0.08,1 : 0.03,,,,,쿼터없음,신청없음,1 : 0.03,1 : 0.12,,,,,쿼터없음,신청없음,1 : 0.07,1 : 0.05,,,,,,,,,,,,,,,,,,,,,,,,
ANT4012-01,Immersive Media Studio,쿼터없음,1 : 0.20,1 : 0.11,신청없음,,,,,쿼터없음,1 : 0.07,1 : 0.14,1 : 0.03,,,,,쿼터없음,신청없음,1 : 0.10,1 : 0.06,,,,,,,,,,,,,,,,,,,,,,,,
ANT4013-01,Creative Capstone Project II,쿼터없음,쿼터없음,1 : 0.03,1 : 0.02,쿼터없음,1 : 0.10,신청없음,1 : 0.07,쿼터없음,쿼터없음,신청없음,1 : 0.03,쿼터없음,쿼터없음,신청없음,1 : 0.20,쿼터없음,쿼터없음,1 : 0.10,1 : 0.09,쿼터없음,쿼터없음,1 : 0.10,1 : 0.21,,,,,,,,,,,,,,,,,,,,
BIO1101-01,일반생물학I,1 : 0.04,1 : 0.93,1 : 0.09,1 : 0.40,,,,,신청없음,1 : 1.67,1 : 0.70,1 : 0.63,,,,,신청없음,1 : 1.53,1 : 0.60,1 : 0.89,1 : 1.60,1 : 0.17,1 : 0.11,1 : 0.05,1 : 0.06,1 : 1.40,1 : 0.30,1 : 0.25,1 : 1.70,1 : 0.87,1 : 0.43,1 : 0.61,0.07 : 1,1.93 : 1,0.40 : 1,0.45 : 1,0.33 : 1,0.22 : 1,0.16 : 1,0.10 : 1,0.04 : 1,1.00 : 1,0.60 : 1,0.44 : 1
BIO1101-02,일반생물학I,1 : 0.02,1 : 0.73,1 : 0.29,1 : 0.33,,,,,1 : 0.02,1 : 1.27,1 : 0.80,1 : 0.71,,,,,1 : 0.04,1 : 0.87,1 : 0.17,신청없음,,,,,1 : 0.10,1 : 1.87,1 : 0.80,1 : 1.14,,,,,0.12 : 1,0.80 : 1,0.31 : 1,0.21 : 1,,,,,신청없음,0.40 : 1,0.11 : 1,0.14 : 1
BIO1101-03,일반생물학I,신청없음,1 : 0.20,1 : 0.05,신청없음,,,,,신청없음,1 : 0.13,신청없음,신청없음,,,,,신청없음,1 : 0.47,1 : 0.33,1 : 0.24,,,,,1 : 0.02,1 : 0.47,1 : 0.06,신청없음,,,,,신청없음,0.20 : 1,0.05 : 1,0.08 : 1,,,,,0.02 : 1,쿼터없음,쿼터없음,쿼터없음
BIO1101-04,일반생물학I,1 : 0.02,1 : 0.53,1 : 0.24,1 : 0.11,,,,,신청없음,1 : 0.53,1 : 0.06,1 : 0.14,,,,,신청없음,1 : 0.13,신청없음,신청없음,,,,,신청없음,1 : 0.07,신청없음,신청없음,,,,,,,,,,,,,신청없음,0.40 : 1,0.11 : 1,0.18 : 1
BIO1105-02,일반생물학실험I,신청없음,1 : 0.67,1 : 0.50,쿼터없음,,,,,신청없음,1 : 1.33,1 : 2.00,쿼터없음,,,,,신청없음,1 : 1.00,1 : 0.50,쿼터없음,,,,,1 : 0.20,1 : 1.33,1 : 1.50,쿼터없음,,,,,신청없음,0.33 : 1,0.50 : 1,쿼터없음,,,,,신청없음,0.33 : 1,0.25 : 1,쿼터없음
BIO1105-03,일반생물학실험I,신청없음,1 : 0.33,신청없음,쿼터없음,,,,,신청없음,1 : 0.33,1 : 0.67,쿼터없음,,,,,신청없음,신청없음,신청없음,쿼터없음,,,,,1 : 0.10,1 : 0.67,1 : 0.33,쿼터없음,,,,,0.10 : 1,신청없음,신청없음,쿼터없음,,,,,,,,
BIO1105-05,일반생물학실험I,신청없음,1 : 0.33,신청없음,쿼터없음,,,,,신청없음,신청없음,1 : 0.25,쿼터없음,,,,,1 : 0.20,신청없음,신청없음,쿼터없음,,,,,,,,,,,,,0.10 : 1,신청없음,신청없음,쿼터없음,,,,,신청없음,0.33 : 1,신청없음,쿼터없음
BIO1105-06,일반생물학실험I,1 : 0.25,1 : 0.33,신청없음,쿼터없음,,,,,신청없음,1 : 1.67,신청없음,쿼터없음,,,,,신청없음,1 : 0.33,1 : 0.25,쿼터없음,,,,,1 : 0.10,1 : 1.00,신청없음,쿼터없음,,,,,신청없음,0.33 : 1,0.25 : 1,쿼터없음,,,,,0.10 : 1,0.67 : 1,신청없음,쿼터없음
BIO1105-07,일반생물학실험I,1 : 0.13,신청없음,신청없음,쿼터없음,,,,,신청없음,신청없음,1 : 0.25,쿼터없음,,,,,신청없음,1 : 0.33,1 : 0.50,쿼터없음,,,,,1 : 0.10,신청없음,신청없음,쿼터없음,,,,,,,,,,,,,신청없음,0.33 : 1,0.25 : 1,쿼터없음
BIO1105-09,일반생물학실험I,신청없음,1 : 1.33,1 : 1.00,쿼터없음,,,,,신청없음,1 : 0.33,1 : 0.33,쿼터없음,,,,,신청없음,1 : 0.33,1 : 0.25,쿼터없음,,,,,신청없음,1 : 1.67,신청없음,쿼터없음,,,,,신청없음,0.67 : 1,신청없음,쿼터없음,,,,,신청없음,신청없음,신청없음,쿼터없음
BIO1105-10,일반생물학실험I,신청없음,1 : 0.33,신청없음,쿼터없음,,,,,신청없음,신청없음,신청없음,쿼터없음,,,,,신청없음,1 : 0.33,1 : 0.25,쿼터없음,,,,,,,,,,,,,,,,,,,,,신청없음,0.33 : 1,신청없음,쿼터없음
BIO2121-01,현대생물학실험I,신청없음,1 : 0.43,1 : 0.14,1 : 0.14,,,,,신청없음,1 : 2.14,1 : 1.33,신청없음,,,,,신청없음,1 : 1.86,1 : 0.67,신청없음,,,,,1 : 0.33,1 : 2.29,1 : 0.33,1 : 0.33,,,,,0.25 : 1,2.00 : 1,0.33 : 1,신청없음,,,,,신청없음,1.43 : 1,1.67 : 1,1.00 : 1
BIO2121-02,현대생물학실험I,신청없음,1 : 1.57,1 : 0.33,1 : 0.67,,,,,신청없음,1 : 2.14,신청없음,1 : 0.25,,,,,1 : 1.00,1 : 1.57,1 : 0.67,1 : 1.50,,,,,신청없음,1 : 0.43,1 : 0.14,1 : 0.14,,,,,신청없음,0.43 : 1,신청없음,0.13 : 1,,,,,신청없음,0.29 : 1,신청없음,신청없음
BIO2121-03,현대생물학실험I,신청없음,1 : 1.71,1 : 1.67,신청없음,,,,,1 : 0.50,1 : 2.00,1 : 0.67,1 : 0.50,,,,,신청없음,1 : 1.43,1 : 0.33,신청없음,,,,,1 : 0.50,1 : 2.71,1 : 0.33,신청없음,,,,,1.00 : 1,1.71 : 1,1.00 : 1,1.00 : 1,,,,,2.00 : 1,1.71 : 1,1.00 : 1,2.00 : 1
BIO2131-01,생화학I,1 : 0.03,1 : 0.97,1 : 0.56,1 : 0.12,,,,,1 : 0.03,1 : 0.70,1 : 0.54,신청없음,,,,,1 : 0.06,1 : 1.10,1 : 0.47,1 : 0.11,,,,,1 : 0.06,1 : 0.52,1 : 0.23,1 : 0.15,,,,,0.03 : 1,0.40 : 1,0.22 : 1,0.04 : 1,,,,,0.25 : 1,0.60 : 1,0.57 : 1,0.50 : 1
BIO2141-01,세포학,1 : 0.03,1 : 0.77,1 : 0.59,1 : 0.11,,,,,1 : 0.03,1 : 1.33,1 : 0.60,1 : 0.06,,,,,1 : 0.10,1 : 0.93,1 : 0.47,1 : 0.21,,,,,1 : 0.03,1 : 0.30,1 : 0.14,1 : 0.15,,,,,0.02 : 1,0.34 : 1,0.13 : 1,0.06 : 1,,,,,0.06 : 1,0.66 : 1,0.56 : 1,0.29 : 1
BIO2350-01,숙주미생물상호작용,신청없음,1 : 0.07,신청없음,1 : 0.06,,,,,신청없음,1 : 0.30,1 : 0.19,1 : 0.15,,,,,1 : 0.02,1 : 0.17,1 : 0.43,1 : 0.12,,,,,신청없음,1 : 0.23,1 : 0.18,1 : 0.05,,,,,,,,,,,,,0.02 : 1,0.13 : 1,0.43 : 1,0.26 : 1
BIO3123-01,현대생물학실험III,쿼터없음,1 : 1.00,1 : 0.71,1 : 0.80,,,,,쿼터없음,1 : 0.50,1 : 0.25,1 : 0.22,,,,,쿼터없음,1 : 0.33,1 : 0.25,1 : 0.11,,,,,쿼터없음,신청없음,1 : 0.11,1 : 0.18,,,,,쿼터없음,1.00 : 1,2.00 : 1,1.33 : 1,,,,,쿼터없음,0.50 : 1,1.63 : 1,1.00 : 1
BIO3123-02,현대생물학실험III,쿼터없음,1 : 0.50,1 : 1.88,1 : 1.00,,,,,쿼터없음,1 : 0.50,1 : 1.63,1 : 1.33,,,,,쿼터없음,1 : 0.33,1 : 0.38,신청없음,,,,,쿼터없음,1 : 0.33,1 : 0.38,1 : 0.13,,,,,쿼터없음,신청없음,0.11 : 1,신청없음,,,,,쿼터없음,신청없음,0.33 : 1,0.22 : 1
BIO3123-03,현대생물학실험III,쿼터없음,신청없음,1 : 0.56,1 : 0.14,,,,,쿼터없음,신청없음,1 : 0.44,1 : 0.13,,,,,쿼터없음,신청없음,1 : 1.56,1 : 2.33,,,,,쿼터없음,신청없음,1 : 1.89,1 : 1.00,,,,,쿼터없음,0.50 : 1,1.25 : 1,1.33 : 1,,,,,쿼터없음,신청없음,1.89 : 1,1.67 : 1
BIO3161-01,유전학,신청없음,신청없음,1 : 0.07,1 : 0.05,,,,,신청없음,1 : 0.07,1 : 0.11,1 : 0.04,,,,,신청없음,1 : 0.07,1 : 0.23,1 : 0.04,,,,,,,,,신청없음,신청없음,1 : 0.03,신청없음,,,,,신청없음,신청없음,0.04 : 1,0.02 : 1,,,,
BIO3212-01,생명공학개론,신청없음,1 : 0.07,1 : 0.23,1 : 0.11,,,,,신청없음,신청없음,1 : 0.20,1 : 0.14,,,,,신청없음,신청없음,1 : 0.55,1 : 0.12,,,,,신청없음,1 : 0.05,1 : 0.16,1 : 0.10,,,,,0.02 : 1,0.13 : 1,0.35 : 1,0.21 : 1,,,,,신청없음,신청없음,0.31 : 1,0.10 : 1
BIO3311-01,발생학,신청없음,신청없음,1 : 0.13,1 : 0.05,,,,,신청없음,1 : 0.07,1 : 0.33,1 : 0.16,,,,,,,,,,,,,신청없음,신청없음,1 : 0.03,1 : 0.15,,,,,신청없음,신청없음,신청없음,0.04 : 1,,,,,신청없음,신청없음,0.03 : 1,0.02 : 1
BIO3712-01,미생물생리학,신청없음,1 : 0.07,1 : 0.18,1 : 0.09,,,,,신청없음,1 : 0.13,1 : 0.13,1 : 0.05,,,,,신청없음,1 : 0.07,1 : 0.33,1 : 0.06,,,,,신청없음,신청없음,1 : 0.11,1 : 0.05,,,,,신청없음,신청없음,0.09 : 1,0.09 : 1,,,,,신청없음,신청없음,0.10 : 1,0.05 : 1
BIO4203-01,생명과학특허와기술이전,신청없음,1 : 0.20,신청없음,1 : 0.05,,,,,,,,,신청없음,신청없음,신청없음,1 : 0.01,신청없음,신청없음,1 : 0.04,1 : 0.02,신청없음,신청없음,1 : 0.03,1 : 0.01,신청없음,신청없음,1 : 0.04,신청없음,신청없음,신청없음,신청없음,1 : 0.01,신청없음,신청없음,0.03 : 1,신청없음,신청없음,신청없음,신청없음,0.01 : 1,신청없음,신청없음,0.03 : 1,0.02 : 1
BIO4252-01,암생물학,신청없음,신청없음,1 : 0.08,1 : 0.10,,,,,신청없음,신청없음,1 : 0.03,1 : 0.06,,,,,신청없음,신청없음,1 : 0.05,1 : 0.10,,,,,신청없음,신청없음,1 : 0.09,1 : 0.12,,,,,신청없음,신청없음,0.02 : 1,0.09 : 1,,,,,신청없음,신청없음,0.18 : 1,0.15 : 1
BIO4321-01,인체생리학,신청없음,신청없음,1 : 0.18,1 : 0.09,,,,,,,,,,,,,신청없음,신청없음,1 : 0.43,1 : 0.27,,,,,신청없음,신청없음,1 : 0.11,1 : 0.06,,,,,신청없음,신청없음,0.07 : 1,0.13 : 1,,,,,신청없음,신청없음,0.24 : 1,0.15 : 1
BIO4521-01,식물발달생물학,신청없음,신청없음,1 : 0.13,1 : 0.08,,,,,신청없음,신청없음,1 : 0.08,1 : 0.10,,,,,신청없음,신청없음,1 : 0.15,1 : 0.14,,,,,신청없음,신청없음,1 : 0.09,1 : 0.13,,,,,신청없음,0.07 : 1,0.09 : 1,0.07 : 1,,,,,쿼터없음,신청없음,0.28 : 1,0.33 : 1
BIO4721-01,바이러스학,신청없음,1 : 0.60,1 : 0.74,1 : 0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO4911-01,최신생명과학탐색,쿼터없음,신청없음,1 : 0.03,1 : 0.01,,,,,쿼터없음,신청없음,1 : 0.07,1 : 0.03,쿼터없음,신청없음,1 : 0.03,신청없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIO4921-01,특수연구,쿼터없음,쿼터없음,쿼터없음,1 : 0.10,쿼터없음,쿼터없음,쿼터없음,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 0.15,쿼터없음,쿼터없음,쿼터없음,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 0.05,쿼터없음,쿼터없음,쿼터없음,1 : 0.10,쿼터없음,쿼터없음,쿼터없음,0.05 : 1,쿼터없음,쿼터없음,쿼터없음,0.10 : 1,쿼터없음,쿼터없음,쿼터없음,0.10 : 1
BNT3001-01,바이오융합기술프로젝트I,신청없음,쿼터없음,1 : 2.00,1 : 1.00,,,,,쿼터없음,1 : 0.33,1 : 0.10,1 : 0.39,,,,,,,,,쿼터없음,쿼터없음,1 : 0.40,1 : 0.38,,,,,,,,,쿼터없음,쿼터없음,0.10 : 1,0.16 : 1,,,,,쿼터없음,쿼터없음,0.10 : 1,0.16 : 1
BNT3091-01,특수연구I,쿼터없음,쿼터없음,쿼터없음,1 : 0.10,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.10,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.05,,,,,쿼터없음,쿼터없음,쿼터없음,1 : 0.10,,,,,,,,,,,,,,,,
BNTG001-01,바이오테크놀로지,쿼터없음,쿼터없음,1 : 0.60,1 : 0.36,,,,,,,,,,,,,쿼터없음,쿼터없음,1 : 0.06,1 : 0.06,,,,,,,,,,,,,,,,,쿼터없음,쿼터없음,0.60 : 1,0.48 : 1,,,,
BNTG008-01,바이오융합산업기술,쿼터없음,쿼터없음,1 : 0.50,1 : 0.80,,,,,쿼터없음,쿼터없음,1 : 0.29,1 : 0.31,,,,,쿼터없음,쿼터없음,신청없음,1 : 0.53,,,,,쿼터없음,쿼터없음,신청없음,1 : 0.35,,,,,쿼터없음,쿼터없음,신청없음,0.20 : 1,,,,,,,,
BNTG031-01,지식재산권과특허,쿼터없음,쿼터없음,1 : 0.60,1 : 0.43,쿼터없음,1 : 1.00,1 : 1.00,1 : 1.05,쿼터없음,1 : 0.40,1 : 0.11,1 : 0.47,쿼터없음,1 : 1.20,1 : 0.40,1 : 0.45,쿼터없음,신청없음,1 : 0.10,1 : 0.11,쿼터없음,1 : 0.20,1 : 0.37,1 : 0.13,쿼터없음,신청없음,1 : 0.10,1 : 0.11,쿼터없음,신청없음,1 : 0.07,1 : 0.13,쿼터없음,0.20 : 1,0.47 : 1,0.30 : 1,쿼터없음,쿼터없음,0.33 : 1,0.28 : 1,쿼터없음,쿼터없음,0.13 : 1,0.18 : 1
CBE2003-01,화공생명공학양론,쿼터없음,1 : 1.13,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.40,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.41,쿼터없음,쿼터없음,,,,,쿼터없음,1 : 0.37,쿼터없음,쿼터없음,,,,,쿼터없음,0.76 : 1,0.50 : 1,0.41 : 1,,,,,쿼터없음,0.55 : 1,0.37 : 1,0.19 : 1
CBE2004-01,물리화학,쿼터없음,1 : 0.78,1 : 0.36,1 : 0.05,,,,,쿼터없음,1 : 0.58,1 : 0.06,신청없음,,,,,쿼터없음,1 : 0.67,1 : 0.14,신청없음,,,,,쿼터없음,1 : 0.44,1 : 0.12,1 : 0.05,,,,,쿼터없음,0.60 : 1,0.03 : 1,신청없음,,,,,쿼터없음,0.45 : 1,0.05 : 1,0.02 : 1
CBE2004-02,물리화학,쿼터없음,1 : 0.64,1 : 0.27,1 : 0.19,,,,,쿼터없음,1 : 0.76,1 : 0.13,1 : 0.04,,,,,쿼터없음,1 : 0.73,신청없음,1 : 0.03,,,,,쿼터없음,1 : 0.36,신청없음,신청없음,,,,,쿼터없음,0.20 : 1,0.11 : 1,신청없음,,,,,쿼터없음,0.27 : 1,0.06 : 1,0.04 : 1
CBE2005-01,응용유기화학,쿼터없음,1 : 0.93,1 : 0.07,신청없음,,,,,쿼터없음,1 : 0.67,1 : 0.11,1 : 0.20,,,,,쿼터없음,1 : 0.71,1 : 0.38,1 : 0.05,,,,,쿼터없음,1 : 0.62,1 : 0.55,1 : 0.53,,,,,쿼터없음,0.76 : 1,0.52 : 1,0.19 : 1,,,,,쿼터없음,0.56 : 1,0.06 : 1,0.22 : 1
CBE2005-02,응용유기화학,쿼터없음,1 : 0.80,1 : 0.38,1 : 0.28,,,,,쿼터없음,1 : 0.93,1 : 0.50,1 : 0.17,,,,,쿼터없음,1 : 0.76,1 : 0.13,1 : 0.24,,,,,쿼터없음,1 : 0.89,1 : 0.69,1 : 0.70,,,,,쿼터없음,0.40 : 1,0.07 : 1,신청없음,,,,,쿼터없음,0.45 : 1,0.33 : 1,0.25 : 1
CBE2008-01,화공생명공학기초실험I,쿼터없음,1 : 1.07,1 : 0.20,쿼터없음,,,,,쿼터없음,1 : 1.33,1 : 0.40,쿼터없음,,,,,쿼터없음,1 : 1.00,1 : 0.20,쿼터없음,,,,,신청없음,1 : 0.93,쿼터없음,쿼터없음,,,,,쿼터없음,1.20 : 1,신청없음,쿼터없음,,,,,쿼터없음,1.27 : 1,1.00 : 1,쿼터없음
CBE2008-02,화공생명공학기초실험I,쿼터없음,1 : 0.93,신청없음,쿼터없음,,,,,쿼터없음,1 : 1.80,1 : 0.60,쿼터없음,,,,,쿼터없음,1 : 1.33,신청없음,쿼터없음,,,,,신청없음,1 : 0.80,쿼터없음,쿼터없음,,,,,쿼터없음,1.07 : 1,0.60 : 1,쿼터없음,,,,,,,,
CBE2008-03,화공생명공학기초실험I,쿼터없음,1 : 1.27,1 : 0.40,쿼터없음,,,,,쿼터없음,1 : 1.07,신청없음,쿼터없음,,,,,쿼터없음,1 : 1.13,신청없음,쿼터없음,,,,,1 : 0.20,1 : 1.80,쿼터없음,쿼터없음,,,,,쿼터없음,0.20 : 1,신청없음,쿼터없음,,,,,,,,
CBE2008-04,화공생명공학기초실험I,쿼터없음,1 : 0.67,1 : 0.10,쿼터없음,,,,,쿼터없음,1 : 0.60,신청없음,쿼터없음,,,,,쿼터없음,1 : 0.40,1 : 0.07,쿼터없음,,,,,신청없음,1 : 0.73,쿼터없음,쿼터없음,,,,,쿼터없음,0.53 : 1,신청없음,쿼터없음,,,,,,,,
CBE2008-05,화공생명공학기초실험I,쿼터없음,1 : 0.27,신청없음,쿼터없음,,,,,쿼터없음,1 : 0.67,신청없음,쿼터없음,,,,,쿼터없음,1 : 0.93,1 : 0.17,쿼터없음,,,,,신청없음,1 : 0.93,쿼터없음,쿼터없음,,,,,쿼터없음,1.80 : 1,0.60 : 1,쿼터없음,,,,,,,,
CBE2011-01,화공수학I,쿼터없음,1 : 0.67,1 : 0.21,1 : 0.07,,,,,쿼터없음,1 : 0.73,1 : 0.20,1 : 0.12,,,,,쿼터없음,1 : 0.69,1 : 0.15,1 : 0.04,,,,,쿼터없음,1 : 0.55,1 : 0.03,1 : 0.05,,,,,쿼터없음,0.62 : 1,0.35 : 1,0.04 : 1,,,,,쿼터없음,0.49 : 1,0.21 : 1,0.11 : 1
CBE2011-02,화공수학I,쿼터없음,1 : 0.65,1 : 0.28,1 : 0.08,,,,,쿼터없음,1 : 0.93,1 : 0.57,1 : 0.18,,,,,쿼터없음,1 : 0.62,1 : 0.06,신청없음,,,,,쿼터없음,1 : 0.65,1 : 0.07,신청없음,,,,,쿼터없음,0.53 : 1,0.22 : 1,0.03 : 1,,,,,쿼터없음,0.38 : 1,0.05 : 1,신청없음
CBE3002-01,공정열역학,쿼터없음,쿼터없음,1 : 0.37,1 : 0.38,,,,,쿼터없음,쿼터없음,1 : 0.22,1 : 0.28,,,,,쿼터없음,쿼터없음,1 : 0.80,1 : 0.55,,,,,쿼터없음,쿼터없음,1 : 0.35,1 : 0.41,,,,,쿼터없음,쿼터없음,0.60 : 1,0.53 : 1,,,,,쿼터없음,쿼터없음,0.55 : 1,0.35 : 1
CBE3003-01,반응공학,쿼터없음,쿼터없음,1 : 0.47,1 : 0.10,,,,,쿼터없음,쿼터없음,1 : 0.67,1 : 0.17,,,,,쿼터없음,쿼터없음,1 : 1.30,1 : 0.30,,,,,쿼터없음,쿼터없음,1 : 1.17,1 : 0.90,,,,,쿼터없음,쿼터없음,0.53 : 1,0.16 : 1,,,,,쿼터없음,쿼터없음,0.58 : 1,0.03 : 1
CBE3003-02,반응공학,쿼터없음,쿼터없음,1 : 0.58,1 : 0.03,,,,,쿼터없음,쿼터없음,1 : 0.68,신청없음,,,,,,,,,,,,,,,,,,,,,쿼터없음,쿼터없음,0.43 : 1,0.05 : 1,,,,,쿼터없음,쿼터없음,0.52 : 1,0.13 : 1
CBE3004-01,화공유체역학,쿼터없음,쿼터없음,1 : 0.53,1 : 0.08,,,,,쿼터없음,쿼터없음,1 : 0.43,1 : 0.09,,,,,쿼터없음,쿼터없음,1 : 0.48,1 : 0.20,,,,,쿼터없음,쿼터없음,1 : 0.58,1 : 0.11,,,,,쿼터없음,쿼터없음,0.05 : 1,신청없음,,,,,쿼터없음,쿼터없음,0.17 : 1,0.17 : 1
CBE3004-02,화공유체역학,쿼터없음,쿼터없음,1 : 0.62,1 : 0.06,,,,,쿼터없음,쿼터없음,1 : 0.47,1 : 0.02,,,,,쿼터없음,쿼터없음,1 : 0.63,1 : 0.03,,,,,쿼터없음,쿼터없음,1 : 0.35,1 : 0.04,,,,,쿼터없음,쿼터없음,1.12 : 1,0.90 : 1,,,,,쿼터없음,쿼터없음,1.63 : 1,1.29 : 1
CBE3007-01,고분자공학,쿼터없음,쿼터없음,1 : 1.07,1 : 1.60,,,,,쿼터없음,쿼터없음,1 : 1.07,1 : 1.40,,,,,쿼터없음,쿼터없음,1 : 0.40,1 : 0.09,,,,,쿼터없음,쿼터없음,1 : 0.50,1 : 0.18,,,,,쿼터없음,쿼터없음,0.10 : 1,신청없음,,,,,쿼터없음,쿼터없음,0.47 : 1,0.02 : 1
CBE3010-01,양자화학,쿼터없음,쿼터없음,1 : 0.12,1 : 0.17,,,,,쿼터없음,쿼터없음,1 : 0.23,1 : 0.18,,,,,,,,,쿼터없음,쿼터없음,1 : 0.11,1 : 0.11,,,,,,,,,,,,,,,,,,,,
